,p value
PARP9,0.956168098
SESN2,0.411797311
CD99L2,0.732624599
RHNO1,0.407224831
FERMT3,0.362868518
TRPT1,0.41286271
YPEL3,0.890956264
RIOK1,0.831093352
ITCH,0.74222552
GRWD1,0.334959846
L3MBTL2,0.653972362
LONP2,0.174512814
RBM4B,0.274802891
FRMD8,0.933891753
ARMC10,0.910077305
SETDB2,0.466962833
ANGPTL6,0.693512548
KLF16,0.232596259
FSD1L,0.745009603
ATAD3B,0.036482129
TMEM120A,0.357922824
RAB34,0.898320508
TBC1D10A,0.215302409
TM2D2,0.717662982
CDCA7,0.788582332
SNX25,0.481435807
KCTD10,0.832129992
HASPIN,0.247392334
STARD3NL,0.796956882
STK40,0.624162434
SPRTN,0.176572678
HDAC10,0.650629702
RASSF4,0.388310565
EIF2A,0.645117487
TATDN1,0.217995377
TM2D1,0.386644361
IMMP2L,0.997884652
IFI27L2,0.6437947
SPNS1,0.025450811
FAM234A,0.504330983
NCALD,0.884799852
FAM172A,0.308600837
BRIP1,0.84297209
MND1,0.874636711
WDR54,0.93054384
MAGT1,0.890531826
DTNBP1,0.076263895
HDHD2,0.450507921
TMEM222,0.408081296
FAM160A2,0.728325503
SLC10A7,0.99277767
KBTBD7,0.978913237
ANKRD27,0.999728597
ENKD1,0.637891214
NSRP1,0.000131906
SLC41A2,0.945657131
PCGF6,0.829301737
ZNF394,0.056764748
ATRIP,0.98364228
WDR75,0.408490181
ACAD11,0.627402202
CEP78,0.966133509
USP42,0.328032972
TOMM40L,0.162724295
UTP15,0.554915435
SLC7A6OS,0.947394403
ZNF644,0.893749616
KAT8,0.703008735
RNASEH2C,0.79517042
RPF2,0.940917572
ARID5B,0.784231195
KIAA1109,0.091563846
GTF2IRD2,0.682955244
ASCC2,0.681202135
NLRC5,0.281507072
POLR1B,0.890450098
ELMOD3,0.733201941
CHD6,0.569810299
ZCCHC7,0.526101016
TMEM164,0.979984618
FAR1,0.062015816
METTL25,0.23537365
CIAO2A,0.703112846
SETD3,0.551255337
USP48,0.310811986
POMK,0.557737885
WDR24,0.151786846
SPATC1L,0.481111587
TRAF7,0.40421376
MAF1,0.437853326
TMEM126A,0.559825458
RHBDD1,0.680403067
ZCCHC9,0.354609354
ZDHHC18,0.854262536
MRI1,0.993393464
MED10,0.340788525
FYTTD1,0.572863557
SLF1,0.198235429
FLYWCH1,0.262005673
DCUN1D5,0.273270344
TCHP,0.638008442
FBXW9,0.758935546
PSMG3,0.709092702
HSDL2,0.362487805
HAGHL,0.257139291
POLR3GL,0.327507994
ALKBH7,0.978969277
C9orf64,0.610533449
RPAIN,0.666639917
CHCHD5,0.891583656
CARD19,0.905596255
POLDIP3,0.978841454
YIPF4,0.338471314
NOA1,0.655236469
COQ5,0.095244012
SLC25A33,0.887275666
NICN1,0.378241391
DNAJC30,0.188053575
MFSD14C,0.137216387
PRADC1,0.14529435
BTBD10,0.625126944
C2orf88,0.963100409
RNF135,0.492212812
NTPCR,0.864169073
EIF1AD,0.897151747
TMEM175,0.85188724
ZDHHC16,0.696668906
ING5,0.842501173
WDR83,0.863790651
PRXL2A,0.15003465
UTP23,0.99259227
PHF6,0.539889498
GINS4,0.351334567
LLPH,0.517116928
MIEN1,0.532959439
UQCC2,0.176072334
DDI2,0.456431178
CHCHD6,0.989698763
NUDT22,0.431227733
PYM1,0.722033961
PDCD2L,0.242323335
ZNF397,0.048707913
NUDT16L1,0.761162025
C7orf50,0.142941669
MRPL45,0.968967618
BRMS1L,0.388913872
VPS25,0.642039311
TMEM107,0.373368585
MON1A,0.731573598
NAA38,0.983813156
CCDC115,0.301804931
CCDC77,0.476386523
CMSS1,0.732464374
ACBD6,0.893107226
THOC3,0.202817346
SARNP,0.451545434
METTL26,0.153058916
LZIC,0.595833922
HVCN1,0.917271618
MCRIP2,0.266982613
PCGF5,0.44912796
COA8,0.589266094
AKT1S1,0.784258729
TMEM101,0.474390578
ELOF1,0.653471062
GFM2,0.113476514
COG8,0.617220993
HPS3,0.293284553
ARFGAP2,0.824529903
NIFK,0.797687025
HOOK3,0.157493327
CYSTM1,0.756232992
CARD11,0.054783686
MSANTD4,0.248776727
MAML2,0.189490494
DOT1L,0.582477303
LZTS2,0.915952976
SYVN1,0.837996148
ZNF512,0.431267146
EFCAB7,0.968665623
LCOR,0.643296914
NEURL4,0.06181023
SLX4,0.518249665
FAM120B,0.199221335
PLPP5,0.581796988
GHDC,0.264415403
MCM8,0.61294684
DCTN5,0.753946187
GON7,0.290291008
JAGN1,0.918655538
C15orf41,0.324588269
ACSS1,0.983008268
KBTBD8,0.728100145
MRPL43,0.630904663
SNORD35B,0.061578388
MAK16,0.885187555
SLC12A8,0.58324194
GNPTG,0.61758842
TUBB6,0.488296078
ZGPAT,0.101647013
ZNF594,0.102421345
TNRC18,0.620795638
GPR174,0.962125666
USP38,0.879090161
MFSD14B,0.519427399
DGAT2,0.972854129
EBPL,0.321980716
GLYR1,0.835467016
DPY30,0.048421698
FAM126A,0.882041204
USP32,0.216618774
KDM2B,0.210097254
SLC9A7,0.877653187
HINT2,0.844438914
PPP1R9B,0.483879598
MCEE,0.617057556
LOXL3,0.222118669
GTPBP3,0.641458181
GPT2,0.400405918
HDGFL2,0.175469528
PIGO,0.432236123
PLEKHA8,0.121869972
PRRC2B,0.805696521
SPSB2,0.201090276
UNC119B,0.951186218
FUT10,0.060077538
PCGF1,0.3897319
CRACR2A,0.950643491
MPV17L2,0.850409769
TUBA1C,0.92333577
LINC00467,0.239334837
FAM220A,0.630635189
C19orf48,0.283768173
NFKBID,0.573172947
CROCCP2,0.352478229
BUD13,0.484105964
TXNDC17,0.809460636
LMNB2,0.660540088
FCRLA,0.530022048
ATP5MD,0.960377199
ABHD14B,0.676711848
ZNF496,0.656145166
HPDL,0.28463993
PHF5A,0.61162831
TRIM52,0.092407309
LRCH3,0.332020988
KLHL22,0.775387672
RIOX2,0.85843464
HAVCR2,0.703366272
CBR4,0.924001405
PARP10,0.417239098
ORAI1,0.489075967
ZBTB45,0.446328144
MFSD2A,0.578081195
RPUSD4,0.963260721
AIFM2,0.229846273
ZDHHC12,0.117354687
SPPL2A,0.554348125
ADO,0.816576458
FBH1,0.406239682
MIGA2,0.185255566
ATAD1,0.786103164
TBRG1,0.262425608
TMTC4,0.864099375
NFATC2IP,0.167227224
ARHGEF39,0.929089805
FAM136A,0.199588751
TMEM87B,0.614240285
SLC35B4,0.67841624
ZNF587,0.818255799
UTP4,0.666266672
PPP1R15B,0.345702944
ALG10,0.119050106
FAM104A,0.606588074
SPRYD3,0.314096526
TMEM209,0.121660316
MASTL,0.857742748
RAB2B,0.568882584
C8orf76,0.418392128
RITA1,0.142163951
ZFYVE19,0.951508339
ATG4C,0.467641915
PWWP3A,0.60882213
HSH2D,0.146305712
WDR73,0.752802857
ABHD13,0.823610344
LTV1,0.858388188
PRPF38A,0.454297011
MPND,0.141937537
NUDCD1,0.762082352
RELT,0.076984967
SYTL1,0.767377854
ALKBH6,0.380083258
LSM10,0.165065037
ATG4D,0.941057419
SNHG7,0.161194236
MFSD5,0.510849394
MIR22HG,0.75755203
CEP19,0.248894946
ARHGAP19,0.983659564
COX14,0.652285674
PPP1R16A,0.589377849
RBM17,0.348376052
PIGY,0.603889824
UBL7,0.777049192
PHYKPL,0.9665007
TCEAL3,0.299123068
TMEM128,0.278841567
TMEM141,0.4048462
USP45,0.654208217
TMEM241,0.513245277
REPS1,0.535894859
TMEM60,0.258491833
ARRDC1-AS1,0.943452125
SMIM3,0.712144177
SNHG12,0.372743737
H2AC12,0.872230243
H2BC12,0.427324468
PPIL4,0.03089435
PAQR8,0.2064381
DGCR6L,0.854926242
TRIM5,0.336671114
ZCCHC3,0.854633518
ALG2,0.190549104
STRIP1,0.767405354
MICALL1,0.964828435
TUBGCP6,0.174007016
SNORD14B,0.934623833
SNORD14C,0.348817518
SNORD14D,0.541175671
SNORD14E,0.560965057
FAM207A,0.465791876
EAF1,0.926539248
DNAJC14,0.821026039
ZCRB1,0.370258023
DOCK7,0.734040774
HELZ2,0.486667234
LRRCC1,0.65236157
UNK,0.597986397
TSPYL5,0.979290409
CIPC,0.613710688
CEP295,0.705617134
ZNF518B,0.060191309
ZC3H12C,0.179417093
SSH2,0.792487084
SELENOI,0.659474622
GFM1,0.365747278
RPPH1,0.669949269
GTPBP10,0.534716415
PNPT1,0.389019175
ANKRD13A,0.845176308
RRP36,0.823050758
TRIM4,0.000340415
HPS4,0.172306544
ARHGAP11B,0.263959952
ABCC10,0.826278488
FGD3,0.375531794
FCHSD1,0.626889605
ATG16L2,0.841851208
KLHL6,0.305364448
KBTBD6,0.393320676
WDR34,0.855586901
UBE3B,0.036054663
RHOT2,0.050996872
KLC4,0.735631855
SAPCD2,0.5353357
RSPRY1,0.616369406
DPH6,0.537149056
MIDN,0.987962048
TMEM250,0.994924448
TSR2,0.713406824
BTBD6,0.454680374
SYS1,0.192370449
ZSWIM1,0.685595789
KIAA2013,0.104706615
ZNF551,0.585179583
OTULIN,0.458048168
CEACAM21,0.950766704
TP53I13,0.708579093
ZNF766,0.145129797
CCDC97,0.505587052
THAP3,0.287303085
ZNF468,0.978090508
ZNF160,0.334566663
C5orf30,0.479508431
SAMD1,0.579154943
DCAF15,0.092164179
TICRR,0.351632173
MED30,0.64057148
TMEM41A,0.277872173
IFT20,0.575250285
MCFD2,0.253479186
CCDC32,0.860276948
KNSTRN,0.391091656
BMF,0.824879108
ZNF622,0.777690781
ERI1,0.815223176
GADD45GIP1,0.878215488
TMEM263,0.753557197
SCRN2,0.877098319
YIF1B,0.699900932
MCU,0.563349771
CCDC74A,0.883367691
ZNF799,0.947918836
TIMM29,0.744287233
ZNF625,0.228671306
ZNF700,0.093553427
LYRM7,0.887122051
STARD13,0.854642246
N4BP2L1,0.973230155
ZFAND2A,0.561396052
LRSAM1,0.176385176
CCDC126,0.380320937
SEC11C,0.300629455
FAM104B,0.545545417
PYGO2,0.432599455
CEP95,0.350332076
ANGEL2,0.877967472
PIP4P1,0.378449153
PRMT9,0.083402645
TCEAL8,0.16453917
ZNF598,0.388451638
JPT2,0.993798199
SPSB3,0.203100374
DMAC1,0.237496639
TRIM41,0.386177934
ESAM,0.850273383
ADCK2,0.61909886
DHX57,0.318671333
FMNL3,0.622825629
CERS5,0.428252508
DPP9,0.220071145
AP5B1,0.70283901
CCDC34,0.179280211
SLC25A46,0.163625979
SLC39A13,0.205135828
BOD1,0.058077006
MSANTD3,0.926216029
LMF2,0.935253352
C12orf29,0.312556526
R3HDM4,0.392012929
TMEM259,0.114836355
CDKN2AIPNL,0.686803123
ANKRD40,0.639999619
UAP1L1,0.19948288
BTF3L4,0.482398014
RCCD1,0.368040163
RNF185,0.297162215
ACBD5,0.54026758
ANKRD44,0.819160935
UBXN11,0.706133206
C12orf65,0.8136373
RPS19BP1,0.77596623
ZNF830,0.443737993
SLFN11,0.262953724
CHURC1,0.72455179
ATPAF2,0.843538267
ZNF765,0.857547482
ZNF845,0.746998081
CENPL,0.984366667
SMDT1,0.99194284
LONRF1,0.719210234
RRP7BP,0.613617264
YTHDC1,0.07472962
ELMSAN1,0.800822755
LIN52,0.005346321
NEK9,0.287174687
CABLES1,0.702883164
CHMP7,0.080604291
ALKBH8,0.619943269
WDR20,0.100862347
RFT1,0.746573251
TTC5,0.160402138
FDXACB1,0.341306255
TIMD4,0.947187383
NDUFAF2,0.91430966
COG7,0.266191835
CXorf40A,0.485974592
TPGS1,0.483813149
CCNQ,0.474102686
SLC25A51,0.581713692
SNX29,0.246966202
CTBP1-DT,0.097951736
ZC3HAV1L,0.519972594
INTS4,0.355898295
OXNAD1,0.971377648
MTDH,0.498887611
MTG1,0.507268114
UBTD2,0.263978239
RCSD1,0.311177507
LMBRD2,0.435152273
MRPS36,0.703668498
TMEM129,0.520850214
STRADA,0.112897432
METTL18,0.128012982
GORAB,0.116435786
NAF1,0.800393106
MRRF,0.752895042
RBM18,0.805641203
BBIP1,0.614063344
SPECC1,0.398367101
G6PC3,0.038419505
ZNF764,0.883569619
MOB1B,0.891707963
TIMM50,0.567287329
TIFA,0.887522842
MGME1,0.022303546
DTD1,0.398002622
TMEM183A,0.529637226
ARRDC1,0.405881595
DPH7,0.849432658
SLC38A5,0.390902455
HELB,0.39921456
SHKBP1,0.914245411
H2AW,0.579017363
ZNF276,0.915878934
IMP4,0.276122729
HNRNPLL,0.545347576
UBE2Q2,0.536373399
CCDC102A,0.898479748
MARS2,0.210872999
MARCHF9,0.464667545
B3GNT7,0.781417242
TEX30,0.961720146
DMKN,0.138397422
NAPRT,0.205528337
ORAI3,0.223929116
ZNF561,0.19564306
IGSF8,0.095989883
PGAP3,0.750739548
HAUS8,0.385275552
MVB12A,0.620773512
SP140L,0.055633233
MMGT1,0.974347021
ARMC6,0.562565262
MAPK1IP1L,0.748710059
ZFAND4,0.766404516
TRMT10A,0.809597895
TBC1D31,0.210725715
FBXO44,0.721377692
MRFAP1,0.176003994
LOC93622,0.386056489
TADA2B,0.70250879
TBCK,0.368140918
TJAP1,0.898146103
ARHGAP18,0.601455813
ACTR8,0.03435643
ATP5IF1,0.149763056
PIGS,0.918189149
TRS-TGA2-1,0.292999979
ZNF101,0.684600881
SYAP1,0.590249341
SFXN1,0.107940885
SFXN5,0.116077289
ORMDL1,0.045714401
ORMDL3,0.724999679
PAXBP1,0.708812486
TMEM203,0.458785677
SYTL3,0.264631644
ARHGAP12,0.096937971
SNORD46,0.31151099
SNORD38A,0.801712352
SNORD38B,0.247506851
H2AZ2,0.524354175
EPSTI1,0.99112841
TP53INP1,0.625917224
FNIP1,0.879383825
TBC1D27P,0.033166856
BMS1P20,0.17968208
TGS1,0.232932895
MYL12B,0.375796778
EGLN2,0.238279396
CAVIN3,0.38365993
ERI2,0.217869911
SAT2,0.816696139
DTD2,0.184758602
GTF3C6,0.68201434
CYTOR,0.635836486
RDH13,0.729975061
IFT43,0.311053176
GLMP,0.515913711
FDX2,0.050366499
WDR89,0.206532147
RBM8B,0.697826939
L3HYPDH,0.66557422
TP53RK,0.649836517
SGF29,0.197107049
VPS26B,0.973265349
NACC1,0.239029564
CFAP36,0.063740861
MED8,0.754570747
KTI12,0.258458695
RPUSD1,0.529857076
MTFR2,0.846539715
CDCA5,0.5328474
SAAL1,0.949527137
IZUMO4,0.899741485
SCAMP4,0.464384809
CHST14,0.462970996
CASC4,0.436068373
C12orf57,0.674861428
LARP4,0.98321039
GLCCI1,0.551267464
TMEM106A,0.806239926
SFT2D1,0.793971844
TEX261,0.854810232
SMIM12,0.063791772
HELQ,0.145329763
MFSD3,0.110118588
ZBED6CL,0.387061911
HENMT1,0.466167278
SLC35A4,0.112727899
DTX2,0.847934938
TOE1,0.558368147
BUD23,0.691043636
LACTB,0.427997534
SNORD15B,0.106429506
TIRAP,0.32413354
MIR155HG,0.977336661
CARD16,0.553424726
GPRIN1,0.504945715
SLC25A25,0.754133584
STK11IP,0.100294271
TUBGCP5,0.820040096
ESCO1,0.757027422
TMEM200A,0.97854867
MYSM1,0.859144504
RNF157,0.307054678
LENG8,0.301803725
PWWP2A,0.616675496
SMYD4,0.088448807
SLAMF6,0.160236753
OSBPL7,0.562037571
OSBPL8,0.582628785
OSBPL9,0.711203785
OSBPL11,0.508655163
TMEM123,0.756564517
EPB41L4A-AS1,0.306810895
SMIM19,0.280918152
MRFAP1L1,0.726511019
PTPMT1,0.84863488
FLYWCH2,0.679421864
CGAS,0.515247084
NT5C3B,0.990949235
CCDC124,0.70689676
HAUS1,0.491518113
TNFRSF14-AS1,0.959305986
ATG4A,0.690310287
KCTD12,0.651528139
OMA1,0.788121896
SLC25A26,0.473161893
PCMTD1,0.834367057
LRRC42,0.512618748
GBP4,0.882605711
GBP5,0.980370145
MALSU1,0.564230952
UHRF2,0.572795554
ZNF689,0.150366684
TNFRSF13C,0.997579461
EVI5L,0.066214005
TRMT61A,0.210636841
DIS3L,0.200279971
DHRS1,0.364746028
TSR3,0.457626235
RNF166,0.110434869
RMI2,0.348818149
LRRC58,0.083920747
LYSMD3,0.751413288
DNTTIP1,0.676858863
ZNF526,0.41627212
KLHDC3,0.125638328
WDR92,0.029998544
RPL12P4,0.960136572
NUS1,0.189256025
FAM122A,0.280451379
ZMYND19,0.578106617
COX20,0.360078555
ABHD15,0.422294308
TLCD1,0.889560166
GINM1,0.263806415
RAB39B,0.260424517
TOP1MT,0.967689084
TSEN15,0.962076101
NIBAN1,0.165417011
MRPL53,0.930339622
MRPL54,0.792460584
RPL39L,0.226327711
CNTROB,0.025436944
SNAP47,0.448439972
SNORD139,0.039830087
SNORD83A,0.964215553
SNORD83B,0.897375427
ACAP3,0.419455819
ARAP2,0.93803466
ARAP1,0.386296559
AGAP2,0.965894711
AGAP3,0.235583495
TADA1,0.393780155
THEM4,0.866055721
FTSJ3,0.210120146
RFFL,0.351158797
UBE2J2,0.034147626
RPL23AP7,0.601844279
EXOSC6,0.864314416
ZNF511,0.212110241
CHCHD1,0.5425407
PIK3AP1,0.35045551
ZFYVE27,0.326309348
COMTD1,0.572873685
SFXN2,0.968620226
PDZD8,0.747794533
BORCS7,0.658337796
SFR1,0.279914509
ANAPC16,0.193390927
SFXN4,0.52705371
DNAJC24,0.149382907
ARL14EP,0.220484393
LRRK2,0.412173238
SLC15A4,0.188517982
RHEBL1,0.602753265
GTSF1,0.186647976
NEDD1,0.628243691
IKBIP,0.963315335
H4-16,0.972465239
AEBP2,0.697638372
ALKBH2,0.876151191
SPPL3,0.526284558
SLAIN1,0.685179587
IFI27L1,0.661759113
TRAPPC6B,0.415642809
MRPL52,0.182258344
LRR1,0.325947873
FRMD6,0.436131235
SOCS4,0.67317084
NAA30,0.769915307
ISCA2,0.909948015
LEO1,0.020199168
C15orf40,0.623994356
MTFMT,0.954916054
TARS3,0.392653
NIPA1,0.477643739
WHAMM,0.277589641
NTAN1,0.982206003
FOPNL,0.355200231
CMTM3,0.780427872
SPATA33,0.616827566
CCDC78,0.97160448
PAQR4,0.382873576
ZC3H18,0.340181835
UBALD1,0.504895979
TMEM219,0.327121647
EARS2,0.184837773
SNX20,0.895421046
TMEM170A,0.83470426
METTL23,0.793619387
MSI2,0.496837981
SLC38A10,0.91791443
CANT1,0.328512098
CYB5D1,0.691130312
OVCA2,0.979136378
HEXIM2,0.207899483
LSM12,0.243770857
CCDC43,0.81932684
SLC43A2,0.446326017
CYB5D2,0.914306621
C17orf49,0.852930161
MRPL10,0.222830316
WDR81,0.643837084
RN7SK,0.167365329
AFMID,0.845635066
SNHG29,0.695675823
RPS2P46,0.326325693
FAM210A,0.525519552
RPL22P1,0.13155659
INO80C,0.753047007
TTC39C,0.97803073
ZNF816,0.357066478
ZNF543,0.48420411
RAVER1,0.520850035
MICOS13,0.239239801
TRAPPC5,0.485467788
SWSAP1,0.927841968
CCDC159,0.69522653
JOSD2,0.184001602
ALDH16A1,0.077327018
ZNF787,0.367852915
TNFAIP8L1,0.137732367
IRGQ,0.976047298
ZNF428,0.334271047
MOB3A,0.410298978
MFSD12,0.094684105
NDUFA11,0.408893812
NR2C2AP,0.314113819
RINL,0.941829329
C19orf47,0.908195871
ANKLE1,0.737177147
CCSAP,0.684259741
PUSL1,0.300568981
B3GALT6,0.733579887
IFFO2,0.920491664
H3C14,0.617323759
ATXN7L2,0.047870616
LYPLAL1,0.790851472
TYW3,0.970619481
TPRG1L,0.323930567
PRXL2B,0.865869047
RNF19B,0.354209149
C1orf122,0.287410176
C1orf216,0.752354958
ARL8A,0.956253097
UHMK1,0.951269033
C1orf131,0.851957899
LIX1L,0.806509721
NAXE,0.611164277
MRPL55,0.079378141
H2BU1,0.650826466
DRAM2,0.218698031
TATDN3,0.446002543
SNHG11,0.040952938
TBC1D20,0.586630706
SLX4IP,0.950979287
CHMP4B,0.117918247
PIGU,0.234753854
C22orf39,0.41954352
TANGO2,0.938144953
EMID1,0.451059773
ANKRD54,0.391926755
PPP1R21,0.229683205
NUP35,0.57125303
MITD1,0.420248494
DIS3L2,0.635620843
CMPK2,0.569334695
TAF8,0.582241785
TMEM18,0.537672963
RBM45,0.811193532
FAM168B,0.975501357
AP1S3,0.4494397
C2orf76,0.889487055
SGPP2,0.917824796
TTC32,0.205694995
UBR3,0.458309581
KCTD18,0.297523429
ZNF513,0.718846016
ZFAND2B,0.464968285
SLC66A3,0.381617403
AHSA2P,0.369344127
MTERF4,0.716400043
CCDC58,0.928307892
DNAJC19,0.631087239
CHCHD4,0.737359141
TPRA1,0.670515731
TMEM42,0.260956993
NUDT16,0.013739437
METTL6,0.693318589
TAMM41,0.361759009
GLYCTK,0.710034854
PPM1M,0.104230052
OCIAD2,0.958659024
SCLT1,0.08030752
LIN54,0.97656847
GNPDA2,0.42853
AASDH,0.573061371
EEF1A1P13,0.043776835
SLC9B2,0.923033375
SETD9,0.500716113
EMB,0.803032357
PPARGC1B,0.703845602
PRRC1,0.955125263
NADK2,0.909144352
ATPSCKMT,0.285617945
DNAJC21,0.014512709
GRPEL2,0.401103426
POC5,0.401003482
STARD4,0.583939219
WDR36,0.694198075
NUDCD2,0.736261147
UBLCP1,0.062209104
C5orf24,0.082735604
STXBP5,0.028539094
PPIAP29,0.965507456
NCOA7,0.224473339
HINT3,0.33874023
SDHAF4,0.015607108
PM20D2,0.56333951
ZNF786,0.516802272
MTPN,0.270455569
FAM92A,0.384048971
VPS37A,0.542304333
NDUFAF6,0.667712666
TMEM68,0.197616465
UBXN2B,0.787453485
GPAT4,0.207977408
HGSNAT,0.005298254
CARNMT1,0.181674928
C9orf85,0.16718662
PTRH1,0.885807231
RPP25L,0.562806536
FAM199X,0.247270778
APOOL,0.00647534
FUNDC1,0.716361682
UPRT,0.339462149
DOCK11,0.76365372
ASB6,0.564112806
ASB7,0.54379507
ASB8,0.33422415
MYL6B,0.457886779
APOBEC3D,0.530882128
SELENOM,0.274935796
NEK7,0.643590233
TRIM69,0.540942315
SAMD10,0.832731514
BRI3BP,0.823519214
MACROD2,0.417713315
DYNLL2,0.580954859
UBE2F,0.482804432
SMCR8,0.800486256
SRXN1,0.369073504
ROMO1,0.126166413
ZSWIM3,0.893397125
SREK1,0.029943448
STK35,0.619661569
MIB2,0.725899576
SAMD8,0.602015969
TRUB1,0.03099358
VTI1A,0.089599461
CACUL1,0.102305979
FAM76B,0.208777482
SESN3,0.853120574
CWF19L2,0.001077588
POGLUT3,0.141369486
SPINDOC,0.620041315
SPTY2D1,0.914277694
BCDIN3D,0.731898632
ZNF664,0.222994082
ETFRF1,0.621316358
CPNE8,0.169061239
TMEM120B,0.232803872
GLT1D1,0.172516464
E2F7,0.575545858
RPL14P1,0.057116755
FBXL14,0.527491322
HMGA1P3,0.47911644
HNRNPA1L2,0.32472757
MDP1,0.681145769
LYSMD4,0.372410682
RPS3AP6,0.169646586
FAM81A,0.271839734
ZSCAN29,0.491641656
RPS3AP47,0.792387811
CDAN1,0.680534082
ZFP90,0.293655464
CARMIL2,0.280103352
ZNF688,0.368348338
TEPSIN,0.252453764
PIK3R6,0.391255831
SLFN13,0.494282727
KIF18B,0.497698766
RUNDC1,0.651056539
EME1,0.299733842
TMEM199,0.660571307
DHRS13,0.782789609
LINC02210,0.732259434
TMC8,0.698785854
WIPF2,0.474968447
TMEM99,0.079724818
C18orf25,0.809549497
ZNF480,0.05074833
ZNF417,0.272414402
ZNF548,0.310522928
ILF3-DT,0.995294708
TPM3P9,0.217407071
ZNF524,0.067142779
SPC24,0.328651284
ZNF420,0.041154146
FAM98C,0.975885792
DPY19L3,0.611937335
TICAM1,0.194302293
ZNF738,0.8511139
ZNF714,0.756180121
C19orf25,0.611644149
CREB3L4,0.323049721
BROX,0.579494409
MRPL20-AS1,0.839885379
C1orf52,0.347099995
PHF13,0.307326196
B3GALNT2,0.832618494
SLC30A7,0.769777354
MOB3C,0.132272132
RC3H1,0.263212361
MANEAL,0.935785853
EXOC8,0.283725622
PDIK1L,0.576309853
RNF187,0.355939844
SHLD1,0.593703612
COMMD7,0.651151416
LSM14B,0.681700586
YDJC,0.22869441
HSCB,0.670271225
CCDC117,0.661772806
MEI1,0.83799587
CDPF1,0.883905569
TTL,0.691827561
CKAP2L,0.144967412
CBWD2,0.671395311
COPS9,0.677857104
COMMD1,0.086281221
FBXO41,0.205169461
GPAT2,0.544974664
ITPRIPL1,0.706849727
LOC150776,0.501326977
PUS10,0.589811289
SEPTIN10,0.411885019
ARL6IP6,0.081034152
METTL21A,0.53248834
KLHL23,0.955864502
SGO2,0.860691444
FAHD2B,0.700336417
WDSUB1,0.170586163
BZW1P2,0.88041282
TTC14,0.120876491
DTX3L,0.994082471
PSMC1P1,0.047383395
SGO1,0.667577037
BTLA,0.450689677
CCDC12,0.577193196
MB21D2,0.707166488
PPP4R2,0.111740191
XXYLT1,0.190734891
RNF38,0.968265102
CMC1,0.743927456
CCDC50,0.96656413
SPICE1,0.863262011
NCBP2AS2,0.772195388
CIDECP1,0.132572747
ZNF827,0.875535534
NFXL1,0.967127099
SCFD2,0.601756106
THAP6,0.149361236
PPM1K,0.727658359
TRMT44,0.402439989
SLC38A9,0.3464749
CEP120,0.683667727
TMEM167A,0.720627753
MBLAC2,0.910233087
TMEM161B,0.225472553
SRFBP1,0.344241826
ZMAT2,0.015629259
RNF145,0.966759729
SNRNP48,0.925194901
MBOAT1,0.650514091
CCDC167,0.919589241
BMT2,0.895012587
FMC1,0.81072875
VKORC1L1,0.787301296
ZNF746,0.125984268
ATP6V0E2,0.037893219
SBDSP1,0.618308395
NSUN5P1,0.342722099
RBM33,0.215295806
PRAG1,0.426465469
CDCA2,0.825409982
CYCSP55,0.368489935
ANKRD46,0.459979379
ESCO2,0.720122716
VPS13B,0.736728127
ERICH1,0.238377682
FAM91A1,0.597370651
CAMSAP1,0.916974883
EEF1A1P5,0.309367299
RPS10P3,0.409655372
HSD17B7P2,0.896435771
LDHAP4,0.034963514
FAM120AOS,0.130111114
KIAA2026,0.269498673
TSTD2,0.483138526
MOSPD2,0.427948066
CXorf38,0.902683586
FAM122B,0.928762469
CLECL1,0.128672866
DENND5B,0.750864519
PPTC7,0.123292807
GPR180,0.042215101
SYNE3,0.674242265
NOP9,0.461900262
ADAL,0.40931936
ZFP1,0.299651074
SLFN5,0.67193584
RETREG3,0.755144099
ZNF600,0.767901554
ZNF550,0.4388442
DEDD2,0.318739883
ZNF791,0.804613428
ZNF564,0.013934414
ZNF567,0.093551627
EID2,0.331287981
ZNF780B,0.240164078
ZNF100,0.03311044
TOR1AIP2,0.443206698
IFNLR1,0.236108192
SASS6,0.10728788
SDE2,0.402848153
CNST,0.68447761
PAQR7,0.48117052
APOBEC3H,0.252914964
CCDC138,0.537916744
UBXN2A,0.84755814
PARP15,0.882689854
RNF168,0.502373114
SPATA5,0.801463138
TIGD2,0.170853631
RASSF6,0.893904998
MIER3,0.392492356
TENT2,0.620816269
DCP2,0.366194537
ZNF92,0.284329178
THAP5,0.464280019
GIMAP7,0.503235545
BHLHA15,0.576472866
ZNF800,0.318072492
TMEM64,0.242199284
QSOX2,0.191178985
SPIN3,0.849481168
TMEM273,0.730776504
FUT11,0.373834166
SSBP4,0.105936719
DHX36,0.556678567
COMMD6,0.042569798
PPP1R18,0.708579599
ZNF525,0.342522132
ZNF721,0.370392025
ZNF384,0.764790839
ASXL1,0.80857777
RHOV,0.921415108
ZNF675,0.652136064
SPTSSA,0.355117201
POLR3H,0.356968465
ABHD3,0.899119466
PGAM5,0.111708745
HIGD2A,0.700414741
CYS1,0.57412358
PRXL2C,0.312806073
ZNF367,0.101937428
METTL15,0.128247798
IMMP1L,0.442355823
RILPL2,0.955344323
DTX3,0.865343597
ZFC3H1,0.964195607
EEF2KMT,0.60906168
DCP1B,0.691444587
ANO6,0.27451203
ARID2,0.887282357
