,p value
TMEM80,0.962037043
CCDC88B,0.911450585
TTC9C,0.541236936
HARBI1,0.722922522
LINC00294,0.1156817
OTOGL,0.519240321
C1RL-AS1,0.282320439
CD163L1,0.689089772
ZNF740,0.848189322
RPL13P5,0.232880946
RASSF3,0.542391758
B4GALNT3,0.49108167
ANKRD52,0.660946192
SPRYD4,0.52737693
ADGRD1,0.096692333
LINC01465,0.02721135
DPY19L2,0.108744066
GAS2L3,0.522515827
HECTD4,0.308501002
GATC,0.492741542
MUC19,0.485144576
GXYLT1,0.494123946
FGF14-AS2,0.537705499
CHAMP1,0.94982952
SLC46A3,0.555745873
LINC01588,0.44158994
UBE2L1,0.034760381
TMED8,0.685077432
SNHG10,0.017666214
LINC00641,0.755042772
FAM177A1,0.359572102
CEP170B,0.055451837
TEDC1,0.285988202
LINC00926,0.774612971
ST20-AS1,0.612804481
LOC283710,0.881823513
SAXO2,0.174560899
FAM98B,0.465805487
ELOCP2,0.384037272
HERC2P3,0.839054348
FBXL22,0.285714442
NOMO2,0.444820413
CES4A,0.317811707
BRICD5,0.503074363
PGP,0.583227353
LINC00921,0.596319914
C16orf54,0.478456661
INO80E,0.406283996
LOC283922,0.086755311
NUDT7,0.618796957
FBXL19-AS1,0.402214651
NHLRC4,0.905558509
C16orf91,0.20313213
PKD1P2,0.208930896
PDXDC2P-NPIPB14P,0.462292337
HID1,0.686677075
TSEN54,0.525969271
UBALD2,0.132256088
CCDC57,0.419162953
HEXD,0.138732567
C17orf58,0.461117753
RNF227,0.915509523
LINC00324,0.950610277
CCDC144B,0.167782004
KANSL1,0.169006444
FAM171A2,0.514826733
NEK8,0.282580872
PIGW,0.273770944
CISD3,0.595295807
TMEM102,0.963149763
CAVIN1,0.839827552
SLC26A11,0.784633584
ENDOV,0.400814394
GDPD1,0.167721832
POLRMTP1,0.760431847
NDUFAF8,0.2552932
LOC284191,0.856840171
LGALS9B,0.610859646
METRNL,0.460801544
DLGAP1-AS5,0.940842344
KCTD1,0.921827313
ZADH2,0.128406835
HMSD,0.846729297
ZNF547,0.766566769
ZIK1,0.238166695
ZNF776,0.100176311
ZNF780A,0.212867381
C19orf54,0.782174598
PRR19,0.811510125
ZNF283,0.489917372
PPP1R37,0.108974145
EMC10,0.622613955
LINC01869,0.664509463
ZNF615,0.934042616
ZNF841,0.102716419
ZNF561-AS1,0.768514776
ZNF763,0.386146361
ZNF844,0.198890178
RPL10P16,0.095092663
WDR62,0.238950128
ZFP82,0.76684478
ZNF790-AS1,0.426608604
SLC25A42,0.052785418
LINC00663,0.59052943
ZNF493,0.698632547
LOC284454,0.119662385
ZNF875,0.261799552
LINC01226,0.555761482
NBPF15,0.951540933
FAM102B,0.75588739
SYPL2,0.78953675
CYB561D1,0.84494189
ANKRD34A,0.386371382
RUSC1-AS1,0.125963046
LINC01686,0.812443938
PTGES3P1,0.537363345
LOC284685,0.379860219
ZNF326,0.463529805
RIMKLA,0.823867271
SLC25A34,0.706642475
C20orf204,0.550449395
LINC00494,0.785712217
C20orf197,0.877454598
MIR646HG,0.161645298
MIR663AHG,0.952986233
FRG1BP,0.862585896
RPL13AP7,0.194405796
MIF-AS1,0.410017656
TTC28-AS1,0.493477308
RPL23AP82,0.720726149
RHOQP3,0.278661627
CCDC150,0.689583875
RNF149,0.893380175
CCDC141,0.533729049
STARD7-AS1,0.609698225
RPL18AP6,0.412998254
LOC285074,0.210255607
AHCTF1P1,0.825559188
IAH1,0.264770003
FAM126B,0.474257889
RPL10P6,0.116438743
RUFY4,0.530433079
RGPD4,0.089098402
DUSP28,0.462101185
SLC9A9,0.80703516
EOGT,0.344785145
C3orf38,0.876593811
ZNF619,0.832027916
ZNF621,0.823228764
RABL3,0.177254209
LINC00877,0.988012362
C3orf33,0.522331669
UBQLN4P1,0.236120358
CCDC66,0.356927128
TCAIM,0.435108386
ZNF852,0.942513578
ZNF660,0.628587167
KIF9-AS1,0.309421826
SUMF1,0.361792042
RPUSD3,0.55974996
PRRT3,0.344253151
DPH3,0.108031742
TPRG1,0.89055912
CYP4V2,0.101097004
LOC285442,0.256292723
COX18,0.15010073
FRYL,0.65380989
SEPSECS-AS1,0.452393735
FAM200B,0.432911167
SH3PXD2B,0.8368203
LOC285591,0.794972731
ARL10,0.746999467
KIAA0825,0.322218317
DTWD2,0.518364562
RELL2,0.022263201
C5orf51,0.020307337
LOC285638,0.659850041
RNF180,0.178853958
SREK1IP1,0.622727037
RGMB,0.45789353
CEP57L1,0.480287816
MROCKI,0.406061572
DCBLD1,0.927529157
LY86-AS1,0.470939567
RPL39P3,0.088672214
PRR18,0.801144111
SUMO2P1,0.887411201
HLA-F-AS1,0.438296489
HCG22,0.417294061
COX6A1P2,0.783076894
RPL7L1,0.892497811
THAP5P1,0.105697122
INTS4P1,0.621076587
LINC00174,0.455930555
SNHG15,0.161887507
TCAF2,0.387664237
ZNF775,0.209748206
LINC00996,0.003759654
ZNF789,0.906622208
TPI1P2,0.208202069
FAM86B3P,0.206121484
XKR6,0.097612749
NSMCE2,0.69643382
ZNF707,0.790807603
FAM83H,0.239953352
MICU3,0.858435221
ZNF252P,0.282323983
C8orf31,0.713150289
ZFP41,0.74399097
RNF5P1,0.234591329
TRIQK,0.976927735
DPY19L4,0.802271355
FBXO43,0.604502018
CRB2,0.425758395
SCAI,0.866778759
PAXX,0.654468821
TPRN,0.907807181
FAM78A,0.022521229
ATP11C,0.48352164
LOC286437,0.647303697
RPS2P55,0.807321171
YIPF6,0.683766407
FAM3C2,0.511545693
FIRRE,0.686468461
UBE2E4P,0.108985458
TMSB15B,0.946954961
P2RY8,0.732412218
ILDR1,0.848724378
LIN9,0.582847876
TRIM59,0.978156419
NOP14-AS1,0.597116449
EIF4E3,0.344497904
FAM149B1,0.262900191
RFESD,0.514792827
HMGN2P2,0.28535426
DHRS4L2,0.741758022
CCDC85C,0.54750837
H2AC21,0.443283137
CKS1BP1,0.208303032
DDX51,0.012820335
RHOQP1,0.587845609
HMGN1P1,0.920747062
BNIP3P1,0.272011227
GCATP1,0.895878802
RPL15P2,0.915626021
RPL3P4,0.884683937
RPL7AP6,0.687683476
RAB37,0.697807015
MMAB,0.421699851
SERPINA9,0.467798873
SNAI3,0.238998751
H3C15,0.432654781
UBAC2,0.389281845
H2BU2P,0.678275873
H2BC20P,0.476602317
H2BC19P,0.225375022
H2BP1,0.322191368
ST7-OT4,0.397332189
H2BP2,0.807624656
ANO9,0.261654282
CCDC84,0.383728258
ANKRD13D,0.15487502
ANKRD42,0.149428617
CSTF3-DT,0.511429924
ATP2B1-AS1,0.309337288
TMEM119,0.3983788
LINC01089,0.083471305
C12orf74,0.059125755
WHAMMP3,0.464750655
PKD1P3,0.467546562
PKD1P1,0.062171679
PRSS53,0.013379318
RAB43,0.575691459
JMJD8,0.572661425
METTL2A,0.524343375
LOC339192,0.758410027
ASB16-AS1,0.986119926
C17orf67,0.621881507
OXLD1,0.655908876
CCDC137,0.308537574
ARL16,0.856065279
LINC02693,0.942431912
MSL1,0.547715082
LINC00667,0.727650756
ZNF181,0.200856116
ZNF260,0.906762933
ZNF546,0.628959264
MYPOP,0.061208134
C1orf174,0.067873776
KLHL17,0.079136769
MTMR9LP,0.850217587
ZBTB8OS,0.877764406
ZNF678,0.978072482
ARMH1,0.724489204
ZFP69,0.816340544
SLC35E4,0.07506246
SPOPL,0.434663638
ESPNL,0.628811688
EIF3FP3,0.652911372
LOC339803,0.408028991
C2orf74,0.480955245
CCDC39,0.847291259
GCOM2,0.83047727
STING1,0.869065459
ZC3H12D,0.748581299
MYLK4,0.587214725
ZNF680,0.516295484
FAM221A,0.061602356
TSPAN33,0.588319369
AGBL3,0.097037254
NRBP2,0.903414428
ZNF517,0.937159226
WDR97,0.47262424
TMEM249,0.099031062
ZDHHC21,0.252819237
ACER2,0.707478998
NEXMIF,0.587617204
BEX5,0.605945513
CA5BP1,0.796613089
LHFPL1,0.757775046
NANOS1,0.822605766
HMX3,0.720653521
HNRNPA1P70,0.992329531
ZNF774,0.557451525
ZKSCAN2,0.961095085
ATXN1L,0.576013828
ZNF850,0.253112554
ZNF404,0.470271544
ZNF284,0.395855109
ZSCAN22,0.479788443
CCDC18,0.230957233
OR2T3,0.796881224
NCKAP5,0.873526948
PRORSD1P,0.494196946
SH3RF3,0.527001668
DUBR,0.587748778
HNRNPA1P21,0.560055865
SOWAHB,0.470411458
MSANTD1,0.546054221
ZNF879,0.990116318
FAM174A,0.224868061
MTX3,0.692727847
ZNF391,0.466288361
ZFP57,0.443016699
MACC1,0.41769167
FAM71F2,0.40361511
KIF24,0.846361812
IGFBPL1,0.810669655
ZNF81,0.938969285
SOWAHD,0.476062559
USP32P3,0.336306758
TUBB2B,0.128081316
SLC35B2,0.590420323
SERINC2,0.324040586
C6orf52,0.164365224
PWARSN,0.507277442
GATD1,0.221785788
EP400P1,0.454503936
TMEM255B,0.187592858
ANKDD1A,0.669352032
PKD1P5,0.445606135
CTU2,0.309264389
SKA2,0.646585004
CCDC144CP,0.081300521
MCRIP1,0.763411898
ZNF530,0.69555196
C22orf34,0.963954376
GEN1,0.119342749
FTCDNL1,0.317183245
SPATA3-AS1,0.521255302
WDR53,0.559334636
LNP1,0.155326246
FAM86EP,0.570496185
NIPAL4,0.726971021
NUP43,0.438999778
ZNF713,0.893270817
LINC00265,0.522900964
DPY19L2P2,0.298066234
NMNAT3,0.416391878
CASTOR3,0.930463427
HCG26,0.427527733
ZNF429,0.408918373
RILPL1,0.699062361
LCE1E,0.531465312
SLCO4C1,0.551909636
RAMACL,0.06077883
ZNF445,0.32846428
ANKRD37,0.005850352
GPR141,0.345655725
ZNF233,0.704638413
TICAM2,0.399604031
POLN,0.702039606
BMP8A,0.918539065
PKD1P4,0.458872589
MRPL35P3,0.426277903
EIF4A1P2,0.558995333
VDAC1P6,0.893761899
RFLNB,0.644588729
IRF2BP2,0.841870916
ZBTB41,0.600504154
OTUD4P1,0.673051175
GSTK1,0.354981265
STK19B,0.28216989
DND1,0.802251845
NDUFS7,0.023810963
NHLRC2,0.611911127
GALNT18,0.210029747
NCR3LG1,0.655878744
FAM111B,0.76043808
TMEM179B,0.856204875
TBC1D10C,0.120077973
LOC374443,0.280855598
C12orf42,0.773483461
TEX9,0.533157844
KIF7,0.237425551
ZNF710,0.03959178
HDDC3,0.84330725
WASH3P,0.953486941
WASH4P,0.374880257
LRRC37A3,0.425475592
ATP9B,0.821855559
HSD11B1L,0.977585843
ZNF699,0.099531288
TMEM205,0.977141087
YJEFN3,0.375883837
ZNF829,0.568042709
ZNF568,0.967456448
ZSWIM9,0.398135565
ZNF773,0.676539269
SVBP,0.561063773
MIGA1,0.499537323
SFT2D2,0.08241637
MIA3,0.48676618
FAM89A,0.660105526
PI4KAP2,0.478200125
PFN4,0.873864945
FAM228B,0.491142221
ANKRD36,0.348178129
WASH2P,0.349811973
RBM43,0.892434154
CERKL,0.946790036
C3orf62,0.496008395
STIMATE,0.035511737
NRROS,0.272980168
C5orf34,0.328089406
MAST4,0.255575866
SIMC1,0.049058035
GUSBP4,0.132054282
KCP,0.953808687
WASH5P,0.964787286
PTAR1,0.218669153
ERCC6L2,0.382592101
SWI5,0.309247659
PNPLA7,0.559070987
AGRN,0.850109008
CYSRT1,0.970684654
RAB15,0.703189886
SLC27A1,0.081323741
RPS10P7,0.759965459
E2F6P2,0.153357999
ZC3H6,0.201075478
CA13,0.402224266
RN7SL2,0.980957648
RN7SL3,0.216232943
CENPS,0.426548615
LINC-PINT,0.498471213
NHLRC1,0.744400402
MALAT1,0.941558587
RNF138P1,0.258898983
PSMA3-AS1,0.002618615
CHKB-CPT1B,0.945696261
ZFP91-CNTF,0.955822255
E2F6P1,0.200915636
AMIGO3,0.578987474
ZKSCAN4,0.086757587
GUSBP2,0.402387055
SNHG5,0.493328036
SUMO4,0.042939451
RPL29P4,0.56897114
CENPW,0.394726772
SOGA3,0.42339604
CEP85L,0.422252135
SLC7A5P2,0.686479809
C6orf120,0.685396288
ZNF322P1,0.734493723
NSUN4,0.147937296
THEMIS,0.85811624
RASL11A,0.669502219
GPR153,0.801875162
TMEM189,0.818122605
ILDR2,0.737848121
WASHC2A,0.051656975
C10orf99,0.61329863
CC2D2B,0.088959579
C10orf143,0.455781744
GVINP1,0.384159761
RPL21P97,0.535450781
LIPT2,0.719313669
RPL13AP20,0.197115074
REP15,0.858880792
RPSAP12,0.988227483
C12orf75,0.385423092
KMT5A,0.179825568
NHLRC3,0.537166825
IGHV1OR15-1,0.919234545
GOLGA2P7,0.581091564
C16orf87,0.665249173
HNRNPA1P7,0.09778462
C16orf86,0.739864184
SCIMP,0.672305103
C17orf100,0.911268624
RPS18P12,0.53704495
LRRC75A,0.527180271
RPL13P12,0.142561184
RPS7P1,0.353983981
CCDC103,0.050583585
YPEL2,0.993722561
RPL7AP66,0.812846523
ZNF788P,0.397075748
CLEC17A,0.906380047
RPSAP58,0.685058805
ZNF790,0.160908483
BLOC1S3,0.333562734
RPS9P4,0.817920898
ZNF808,0.196876526
ZNF888,0.916248018
ZNF761,0.748070242
TMEM238,0.871780223
ZNF470,0.439286641
ZNF749,0.61126107
ZNF324B,0.563577486
RNF207,0.640057635
HS6ST1P1,0.013028194
DIPK1A,0.245865061
NOTCH2NLA,0.842008673
LINC01138,0.343783269
LYSMD1,0.585443426
TMEM81,0.964458406
LOC388734,0.559002706
COA6,0.561174842
SMIM26,0.318207326
SNHG17,0.251928293
OGFRP1,0.588754037
RPL5P34,0.811249855
LOC388955,0.599162436
C2orf78,0.626520376
BOLA3,0.992777949
C2orf81,0.951536091
C2orf68,0.642598923
PLEKHM3,0.479938851
RPS27P4,0.065149197
INKA1,0.353454676
ARMC10P1,0.777900401
RPL21P39,0.514360117
SETP14,0.920668556
LEKR1,0.646342421
SMIM20,0.867146321
BEND4,0.377572858
LRRC14B,0.800450676
ANXA2R,0.435325437
PROB1,0.190495175
ARHGEF37,0.922396973
RPL10P9,0.124165844
PSMG4,0.106892544
SAMD5,0.717206434
RPL27AP6,0.095110833
GTF2IRD2B,0.549035267
CCZ1P-OR7E38P,0.331899313
LAMTOR4,0.476855802
NUGGC,0.353033303
RPSAP47,0.876877108
HNRNPA1P4,0.097837564
RBM12B,0.881469409
MAFA,0.608587072
GLIDR,0.441477542
LOC389765,0.681242589
IER5L,0.006652572
LOC389842,0.935431253
USP27X,0.380399727
SERBP1P1,0.15866338
LOC389906,0.559263023
RPL18AP3,0.225408581
LOC390586,0.320669106
UBAP1L,0.735353345
GDPGP1,0.514917665
CCL3P1,0.608163494
NUDT19,0.086210444
ZNF793,0.533438392
LOC390933,0.60498262
PINLYP,0.236662151
ZNF818P,0.302295451
ZNF805,0.356849606
FRRS1,0.476179252
PTRHD1,0.768013883
TRMT112P6,0.243268678
BZW1P1,0.112127221
RPS15AP17,0.097390833
RPS3AP18,0.445178431
TRIM61,0.250806304
RPS26P6,0.627200796
GPR89P,0.636113694
TCEA1P2,0.009997779
SLC25A35,0.17445931
MEX3D,0.255259716
FAM102A,0.180310504
ZNF321P,0.53994829
MYO18A,0.340570414
LINC00999,0.430286185
BMS1P1,0.878660903
NPM1P25,0.700691107
LOC399815,0.30962075
EEF1AKMT2,0.688827553
EDRF1-DT,0.242332446
PCNX3,0.90823584
TUBAP2,0.766894894
COLCA1,0.089109463
GSEC,0.920454057
SNX19,0.202487719
HSPA8P5,0.622432318
SUPT16HP1,0.049632637
LINC00938,0.738338556
LINC02389,0.776820653
C12orf76,0.21806485
DGKZP1,0.536743683
RPS26P47,0.885665833
YTHDF2P1,0.696297247
FOXN3-AS1,0.792946891
DICER1-AS1,0.977104469
HERC2P2,0.016871034
ST20,0.167196385
FAM174B,0.652203016
LOC400499,0.774963183
KNOP1,0.115763802
CRYM-AS1,0.261985198
C17orf97,0.864453088
MED11,0.815197805
GRAPL,0.080545281
TOB1-AS1,0.005882106
TEX19,0.83509204
LINC00909,0.169223708
VMAC,0.537117023
LOC400684,0.921892989
LGALS17A,0.125843763
ZNF880,0.558222127
ZNF772,0.608214592
SH2D5,0.617990399
LINC01144,0.543354305
C1orf220,0.473977932
NBPF9,0.43046063
CHCHD10,0.456810041
TPTEP2,0.881289667
MIRLET7BHG,0.934246408
LINC00954,0.222230791
C2orf91,0.434243648
LINC02245,0.300971959
PCBP1-AS1,0.496151988
PAIP2B,0.914890859
RGPD1,0.073326566
ANKRD36C,0.671665256
RPS15P4,0.854748576
CAP1P1,0.600096997
MBNL1-AS1,0.718098648
LINC00884,0.192808976
C4orf48,0.516062256
CCSER1,0.466076319
LINC01061,0.258910494
C4orf3,0.883061865
RPS25P6,0.30797948
C5orf63,0.312143265
HTATSF1P2,0.038664691
LOC401261,0.147386886
CRIP3,0.868240298
TRAM2-AS1,0.535096556
ZNF815P,0.77937874
EIF4HP1,0.263290502
GARS-DT,0.430260123
LINC00997,0.26598024
RASA4CP,0.210334108
GTF2IRD2P1,0.728245112
SMIM30,0.929391402
ATP6V0E2-AS1,0.36932213
LOC401463,0.386898428
RBIS,0.650141544
GASAL1,0.218329829
SAMD12,0.136825445
HACD4,0.396426768
TOMM5,0.892995714
ZNF658B,0.180434072
CENPP,0.809368096
SNX30,0.259821832
CD99P1,0.444000647
ZNF674-AS1,0.558187876
SLC25A53,0.741708241
RPL23AP2,0.602257949
LDLRAD2,0.492509933
OR2T5,0.341146345
SRRD,0.215981824
LOC402096,0.360837328
RPS3AP21,0.098495595
XKRX,0.443386615
LINC01000,0.457779843
HNRNPA1P8,0.173929075
UFSP1,0.089563391
PLPP6,0.68056464
ZBTB34,0.66899381
CUEDC1,0.439633697
YY2,0.277758748
C16orf74,0.544300637
DENND10,0.701392336
GTF2H5,0.645718084
ANKHD1-EIF4EBP3,0.2982752
NPSR1-AS1,0.529388694
MIR142,0.32408566
MIR17HG,0.095353288
NOMO3,0.491470743
OVOS,0.52420862
TBC1D3B,0.832145679
TBC1D3C,0.719812758
CCL3L3,0.411029442
ACBD7,0.523674307
AGAP6,0.595813058
AGAP12P,0.690262098
SHLD2P1,0.58760715
DNAJC9-AS1,0.574260729
IDNK,0.364776663
LCN10,0.086458796
HCG18,0.061906233
DENND6B,0.601486642
C8orf82,0.960572152
PIM3,0.214760646
MXRA7,0.361156498
THAP7-AS1,0.29637049
PPIAP31,0.444227965
SHLD2P3,0.688159518
RPS3AP5,0.170440802
LINC00863,0.10202893
TMEM41B,0.764164822
RPS12P22,0.889933366
FAM66C,0.697667805
DDX12P,0.587818632
H3-5,0.140828192
TMEM198B,0.252570353
PLEKHG7,0.156983754
ALG11,0.772551965
MZT1,0.048583496
RPL12P6,0.395495103
CCDC88C,0.279757085
HERC2P9,0.164832225
WHAMMP2,0.221022448
GOLGA8B,0.524908007
EIF2AK4,0.729749628
UNC13C,0.581410867
UBL7-AS1,0.614297522
GOLGA6L9,0.60628031
NPIPB4,0.202332142
NPIPB15,0.956105957
SNX29P2,0.992980193
NPIPB12,0.177100498
SMG1P2,0.68909298
RAB43P1,0.180141687
HNRNPA1P16,0.834539646
RNASEK,0.316862833
UBE2SP2,0.432460798
SUZ12P1,0.713295482
NPEPPSP1,0.941580495
PLEKHM1P1,0.365935408
SLC16A6P1,0.765471698
ANKRD20A5P,0.759461645
HSBP1L1,0.363611652
LOC440514,0.390433761
ZNF506,0.760763175
ZNF724,0.377665672
PRR13P5,0.195386878
UQCRHL,0.722133176
MICOS10,0.814647567
NPM1P39,0.680903844
ZYG11A,0.842851443
EEF1A1P11,0.146663659
RBM15-AS1,0.519198345
BCL2L15,0.431404504
H3-2,0.159385623
H2BC18,0.19220323
RHEX,0.386760717
RIMBP3B,0.716261417
MIAT,0.780099605
SHISA8,0.539905937
ODF3B,0.359766773
POTEKP,0.740309599
FLJ46875,0.552263526
H3P6,0.462788192
CT75,0.88842675
THUMPD3-AS1,0.793716523
SMIM4,0.605303374
RPS20P14,0.134118515
MIR570HG,0.764653403
MTHFD2L,0.29154514
EEF1A1P9,0.309399186
RPL7AP30,0.098747125
GUSBP5,0.69084489
RPL26P19,0.480953648
IRF1-AS1,0.361849793
RPLP0P9,0.990875189
GTF2IP20,0.497446166
C6orf226,0.13135129
LOC441155,0.255343441
CNN2P9,0.693121267
CALHM6,0.401571632
RNF216P1,0.806661656
PMS2CL,0.654242555
RP9P,0.619590061
LOC441242,0.032128485
TYW1B,0.609566529
DTX2P1-UPK3BP1-PMS2P11,0.067047531
RPS26P3,0.929022105
RBMXP2,0.265794594
NRARP,0.836140505
GPX1P1,0.524523386
LINC00891,0.698372788
RPS26P11,0.997459448
PGAM4,0.169666123
TSPAN11,0.839970447
LOC441666,0.012920951
PRKXP1,0.741360775
ZFAS1,0.575710933
EMC3-AS1,0.504739435
SERBP1P5,0.157049415
UQCRBP1,0.014452509
STAG3L3,0.8729182
STAG3L2,0.832028845
RAC1P2,0.854426059
TECRP1,0.128255599
ARHGEF35,0.414243579
SULT1A4,0.843894268
TRIM6-TRIM34,0.744268153
CBWD3,0.580996557
C9orf129,0.051140388
PALM2AKAP2,0.850311036
LRRC37A2,0.783694192
SUMO1P3,0.092130583
SPIN2B,0.037671121
GIMAP6,0.65113461
F8A2,0.934256911
F8A3,0.917972452
GEMIN8P4,0.36625457
IGIP,0.023403784
COA5,0.272862257
GS1-124K5.11,0.335804171
HCG11,0.748030496
CISD2,0.326917002
CCDC73,0.125790516
EID3,0.334467876
TMEM9B-AS1,0.980289494
PHOSPHO2,0.484775032
RBMXL1,0.31463341
CHAC2,0.358586315
PJVK,0.358875915
TYMSOS,0.721756335
TBCAP1,0.76471537
C18orf32,0.655307452
A1BG-AS1,0.160426155
DUXAP9,0.642438732
CT45A1,0.270473538
MIR4435-2HG,0.500329583
C8orf58,0.735161642
CXorf40B,0.821793062
PCOTH,0.909332907
SLX1A,0.909737324
POLR2J3,0.572504964
DNAJC25,0.773406071
UBA6-AS1,0.236783029
CCDC157,0.917390029
NBDY,0.396450708
ATXN7L3B,0.299585317
DNAJC25-GNG10,0.882746416
BOLA2,0.651961854
PEF1,0.736557304
LOC553939,0.215588111
C1DP1,0.012970681
JPX,0.567260646
LOC554206,0.759087075
PPIP5K1P1,0.383998647
LOC554249,0.441449077
FBXO48,0.022595336
FAM72C,0.803289514
H4C15,0.167571099
DHFRP1,0.729840042
CLLU1OS,0.423687805
CLLU1,0.055876119
SNORA6,0.270705151
SNORA10,0.347467335
ADAMTSL4-AS1,0.211719873
SNORD101,0.35719742
SNORD100,0.419611903
SNORA33,0.296202785
SNORD16,0.050084533
SMG1P5,0.69435986
CYB5RL,0.831094593
SNORD68,0.464218131
LOC606724,0.74383627
NPIPB13,0.073436472
LOC613266,0.242232712
SCART1,0.811163249
FAM229B,0.614952462
SCARNA9,0.374796042
SNORD74,0.012201227
SNORA27,0.863587758
SNORA21,0.797861349
TWF1P1,0.008966558
SNORA3A,0.790983289
SNORA7A,0.144706707
SNORA52,0.597404215
SNORD2,0.197605141
SNORA4,0.525316618
SNORA41,0.217508518
SNORD95,0.437129759
SNORD96A,0.884727761
RPL21P19,0.38918913
SMG1P1,0.694347641
ZNF674,0.244478544
ACOT1,0.76877637
SNHG6,0.751893301
SNORD87,0.100787593
TMEM91,0.657561267
FAM185BP,0.404963492
SEPTIN7P2,0.084142463
FRG1JP,0.403676847
BMS1P15,0.951718359
LOC642361,0.621643025
PSPC1P1,0.286067412
MROH6,0.003954809
FKBP1C,0.419578747
LOC642502,0.502816836
VDAC1P1,0.42077962
EIF5AP4,0.332266432
RPSAP54,0.632280335
HNRNPA1P48,0.05264491
DANT2,0.154291895
NPIPA3,0.529213905
NPIPA2,0.429092764
API5P1,0.245792034
ZNF487,0.667408211
BMS1P2,0.808044085
RPL6P10,0.914911727
LOC642846,0.943352168
LINC00205,0.184914329
CERNA2,0.712252319
FLVCR1-DT,0.045204887
LOC642969,0.552544266
LOC643072,0.194274705
ZC3H11B,0.229553945
SMIM15,0.337448157
ATF4P3,0.303813538
CCT6P3,0.508866197
GPAT2P1,0.582797992
CCT6P1,0.472982246
NOC2LP1,0.347386145
HSPD1P1,0.632859952
KIAA0754,0.102698326
C15orf62,0.121991621
RPS27AP16,0.918095058
LOC643387,0.793620929
PURPL,0.858046003
RNPS1P1,0.287088619
LOC643454,0.894727499
RPL29P26,0.163424801
KCTD9P2,0.623439034
LOC643562,0.240034645
LOC643576,0.656866069
ZNF862,0.912506451
CCDC168,0.563572068
SCGB1B2P,0.630920513
LYPLAL1-DT,0.50482994
HMGN2P4,0.593610749
TRAF3IP2-AS1,0.905523489
CDC42P6,0.498108831
RAP1BL,0.512640185
USP46-AS1,0.845828391
HMGN1P38,0.02824808
ZFP62,0.099666091
LINC01128,0.855877114
TMPPE,0.57057935
CBLN3,0.900048346
HMGN2P6,0.541794276
EIF4BP7,0.330417174
CRNDE,0.386451565
FLJ32255,0.768759819
FNDC10,0.979610626
CBWD6,0.85924884
NONOP1,0.772572777
HNRNPA1P12,0.320439727
RPS14P3,0.488439545
SDHAF1,0.383987923
RPL23AP53,0.653900774
DND1P1,0.375793409
RPS26P8,0.624916639
ACTBP11,0.314139179
KANSL1-AS1,0.067609042
LOC644261,0.761357552
LOC644295,0.084627015
RPS7P11,0.358793006
TPM3P5,0.741455648
ZCCHC18,0.989797899
HNRNPLP2,0.652322687
LRRC37A17P,0.733632894
LOC644422,0.626896054
LOC644462,0.416107482
HMGN2P7,0.909544884
EEF1A1P12,0.227137871
INTS4P2,0.446385635
LOC644656,0.070182737
HSPD1P4,0.7655688
FAM83G,0.32174437
EEF1B2P3,0.830462353
LINC01184,0.61734364
CACYBPP2,0.485678919
RPL32P18,0.362420133
H3P16,0.213009123
RPS26P15,0.519776742
ACTG1P20,0.89542334
RPS3AP26,0.048375825
ABHD17AP6,0.288235693
PIK3CD-AS1,0.492714213
RPS2P20,0.526879013
LOC645086,0.228521872
CCNI2,0.319210859
LOC645139,0.558101621
CBX3P2,0.610363872
LSP1P5,0.49061841
LOC645177,0.465407785
EIF3J-DT,0.195084025
TDGP1,0.227213862
MNX1-AS1,0.906126159
HMGB1P6,0.93972837
RPL17P39,0.87514422
FAM86C2P,0.853811692
CHCHD2P9,0.680370777
RPL6P27,0.175456956
FUT8-AS1,0.780980707
RPL17P6,0.772847917
CEP170P1,0.144352354
LOC645513,0.666432889
HSPD1P6,0.594369156
EIF4BP6,0.590345123
AK4P3,0.884229032
FLJ42627,0.841502867
ASH1L-AS1,0.971021665
HNRNPA1P35,0.171086743
LGALS9DP,0.967732739
PARP4P2,0.306065893
ANKRD36BP2,0.128177659
RPS28P4,0.177607573
FEN1P1,0.424685856
RPS18P9,0.575287769
LOC645965,0.818353399
RPS3AP25,0.323113369
SELENOTP1,0.899325734
RPS26P31,0.868795526
LINC00643,0.80890112
NOP56P1,0.078139843
RPS28P7,0.979123094
TLK2P1,0.907852795
NUS1P2,0.408075776
LOC646214,0.351311986
ELL2P1,0.392950305
PDCD6IPP2,0.437186395
RPS2P29,0.591612589
NAMPTP1,0.525953997
BTBD6P1,0.453100132
LOC646347,0.214320411
LOC646358,0.577504703
ARIH2OS,0.483908629
LOC646471,0.70930238
RPL7AP39,0.918877877
RPL6P19,0.318661021
LOC646517,0.356992256
YBX1P2,0.62733246
LOC646548,0.64309049
LOC646555,0.168026527
EEF1A1P25,0.925908972
RPS20P26,0.108884607
NIPBL-DT,0.715540691
KRT18P31,0.922433011
RPS15AP19,0.687090727
TPM3P8,0.634610275
FAM227A,0.146702959
SEPTIN7P3,0.095485464
TUBBP2,0.921549336
RWDD4P2,0.139433411
EEF1B2P6,0.504344678
PA2G4P4,0.464000732
GOLGA6L10,0.857443569
LOC647070,0.212530129
BRD7P2,0.730650211
SDHDP2,0.235011113
STMP1,0.673967383
RPL23AP42,0.380805105
EMBP1,0.875073454
