,p value
GUCD1,0.962680148
AMMECR1L,0.73030693
C18orf21,0.39588847
C19orf12,0.022823734
ZMIZ2,0.868763162
C11orf68,0.353542162
RAMAC,0.651376163
FAM107B,0.608382742
SELENOO,0.144443452
DYNLRB1,0.951755563
PARP9,0.77024894
SESN2,0.447710052
CD99L2,0.737852193
RHNO1,0.433451824
FERMT3,0.433162466
TRPT1,0.38864399
YPEL3,0.925066617
RIOK1,0.722595533
ITCH,0.700054764
GRWD1,0.249468229
L3MBTL2,0.665009244
LONP2,0.165565836
RBM4B,0.303754609
FRMD8,0.951562673
ARMC10,0.898836878
SETDB2,0.327744516
ANGPTL6,0.79001001
KLF16,0.129573919
FSD1L,0.672529234
ATAD3B,0.019693953
TMEM120A,0.354501506
RAB34,0.960157365
TBC1D10A,0.222446589
TM2D2,0.825114506
CDCA7,0.851840019
SNX25,0.449745308
KCTD10,0.829544414
HASPIN,0.200675434
STARD3NL,0.682284554
STK40,0.615645987
SPRTN,0.105319458
HDAC10,0.555167576
RASSF4,0.305447656
EIF2A,0.466166164
TATDN1,0.180922609
TM2D1,0.383789752
IMMP2L,0.971715113
IFI27L2,0.566266869
SPNS1,0.015796041
FAM234A,0.477650166
NCALD,0.912240804
FAM172A,0.443171278
BRIP1,0.923052045
MND1,0.837324484
WDR54,0.982684498
MAGT1,0.973988712
DTNBP1,0.076990914
HDHD2,0.503321961
TMEM222,0.325655644
FAM160A2,0.46441301
SLC10A7,0.944498062
KBTBD7,0.805754266
ANKRD27,0.980051921
ENKD1,0.647880738
NSRP1,0.000330079
SLC41A2,0.863115876
PCGF6,0.780307641
ZNF394,0.087940359
ATRIP,0.963359513
WDR75,0.182598457
ACAD11,0.712057838
CEP78,0.795102105
USP42,0.553016715
TOMM40L,0.147979257
UTP15,0.392332072
SLC7A6OS,0.797376484
ZNF644,0.914256486
KAT8,0.704666054
RNASEH2C,0.766778445
RPF2,0.927019328
ARID5B,0.835662363
KIAA1109,0.127835589
GTF2IRD2,0.368627111
ASCC2,0.615080967
NLRC5,0.280494639
POLR1B,0.833851074
ELMOD3,0.992160595
CHD6,0.659652535
ZCCHC7,0.410588924
TMEM164,0.99219088
FAR1,0.035501036
METTL25,0.230399392
CIAO2A,0.648183802
SETD3,0.285814374
USP48,0.223694206
POMK,0.458186312
WDR24,0.058510531
SPATC1L,0.76452485
TRAF7,0.466701519
MAF1,0.344941658
TMEM126A,0.338954287
RHBDD1,0.75904355
ZCCHC9,0.306769926
ZDHHC18,0.818156496
MRI1,0.98181668
MED10,0.336814104
FYTTD1,0.604174541
SLF1,0.383212616
FLYWCH1,0.384390382
DCUN1D5,0.141707159
TCHP,0.648269978
FBXW9,0.782107182
PSMG3,0.772251796
HSDL2,0.320600653
HAGHL,0.180732908
POLR3GL,0.356966099
ALKBH7,0.963630924
C9orf64,0.623322989
RPAIN,0.707992668
CHCHD5,0.978170711
CARD19,0.923700785
POLDIP3,0.845944441
YIPF4,0.596613958
NOA1,0.617781719
COQ5,0.082395279
SLC25A33,0.929330949
NICN1,0.555493555
DNAJC30,0.280208638
MFSD14C,0.155821224
PRADC1,0.158170539
BTBD10,0.579541131
C2orf88,0.573975422
RNF135,0.364495526
NTPCR,0.729131006
EIF1AD,0.937230751
TMEM175,0.815140469
ZDHHC16,0.815791796
ING5,0.799294984
WDR83,0.989363285
PRXL2A,0.205390663
UTP23,0.978651866
PHF6,0.375481656
GINS4,0.336105573
LLPH,0.573892525
MIEN1,0.423612529
UQCC2,0.119286857
DDI2,0.366831434
CHCHD6,0.94160262
NUDT22,0.500338791
PYM1,0.621954869
PDCD2L,0.204718488
ZNF397,0.196296749
NUDT16L1,0.799894039
C7orf50,0.143716593
MRPL45,0.883027105
BRMS1L,0.517950131
VPS25,0.44537501
TMEM107,0.374759206
MON1A,0.659377002
NAA38,0.847508392
CCDC115,0.327561312
CCDC77,0.455856105
CMSS1,0.691709132
ACBD6,0.762252841
THOC3,0.173549298
SARNP,0.26041452
METTL26,0.119524477
LZIC,0.630053597
HVCN1,0.853353486
MCRIP2,0.207211212
PCGF5,0.474523383
COA8,0.635648447
AKT1S1,0.86356575
TMEM101,0.532889109
ELOF1,0.687364169
GFM2,0.049714416
COG8,0.515165547
HPS3,0.299465198
ARFGAP2,0.920844906
NIFK,0.603048416
HOOK3,0.181282782
CYSTM1,0.694973479
CARD11,0.034170601
MSANTD4,0.249425068
MAML2,0.147118137
DOT1L,0.507506064
LZTS2,0.937173835
SYVN1,0.84144813
ZNF512,0.374568322
EFCAB7,0.715863945
LCOR,0.899986504
NEURL4,0.028435963
SLX4,0.70174909
FAM120B,0.272592219
PLPP5,0.576299183
GHDC,0.205156996
MCM8,0.527050123
DCTN5,0.714551587
GON7,0.247693413
JAGN1,0.948850597
C15orf41,0.167140965
ACSS1,0.98659845
KBTBD8,0.664653784
MRPL43,0.654155517
SNORD35B,0.035294928
MAK16,0.934290637
SLC12A8,0.652877261
GNPTG,0.654812651
TUBB6,0.542521622
ZGPAT,0.063178133
ZNF594,0.175410323
TNRC18,0.691139605
GPR174,0.554208443
USP38,0.889689932
MFSD14B,0.554818215
DGAT2,0.933980738
EBPL,0.319119735
GLYR1,0.629332729
DPY30,0.040830752
FAM126A,0.864919927
USP32,0.172572421
KDM2B,0.180629903
SLC9A7,0.981863384
HINT2,0.900192447
PPP1R9B,0.529196367
MCEE,0.566237253
LOXL3,0.167236311
GTPBP3,0.641045222
GPT2,0.222375161
HDGFL2,0.119678305
PIGO,0.522765599
PLEKHA8,0.237426326
PRRC2B,0.76250656
SPSB2,0.393425791
UNC119B,0.967349409
FUT10,0.031749977
PCGF1,0.350202829
CRACR2A,0.903164736
MPV17L2,0.847878489
TUBA1C,0.804020485
LINC00467,0.243374371
FAM220A,0.614896935
C19orf48,0.222301963
NFKBID,0.572049529
CROCCP2,0.196430253
BUD13,0.401852685
TXNDC17,0.692628021
LMNB2,0.617372139
FCRLA,0.538766942
ATP5MD,0.63995898
ABHD14B,0.66563348
ZNF496,0.575745257
HPDL,0.350815087
PHF5A,0.493228691
TRIM52,0.228183011
LRCH3,0.224659773
KLHL22,0.791936928
RIOX2,0.847886655
HAVCR2,0.567005156
CBR4,0.910602508
PARP10,0.471450974
ORAI1,0.473036121
ZBTB45,0.648084255
MFSD2A,0.6286995
RPUSD4,0.902563829
AIFM2,0.281705268
ZDHHC12,0.127659073
SPPL2A,0.516044255
ADO,0.829680115
FBH1,0.566630581
MIGA2,0.127294304
ATAD1,0.808791546
TBRG1,0.084014884
TMTC4,0.843675046
NFATC2IP,0.07070985
ARHGEF39,0.841572176
FAM136A,0.081164302
TMEM87B,0.576140963
SLC35B4,0.727659059
ZNF587,0.478374024
UTP4,0.534636568
PPP1R15B,0.359925251
ALG10,0.046004094
FAM104A,0.77839099
SPRYD3,0.342863719
TMEM209,0.055966528
MASTL,0.88512298
RAB2B,0.649184003
C8orf76,0.400679447
RITA1,0.082893178
ZFYVE19,0.972130476
ATG4C,0.378556505
PWWP3A,0.605577727
HSH2D,0.18853361
WDR73,0.776125392
ABHD13,0.862501459
LTV1,0.653074936
PRPF38A,0.335141224
MPND,0.126042361
NUDCD1,0.667651893
RELT,0.048038159
SYTL1,0.700063526
ALKBH6,0.397016571
LSM10,0.154742162
ATG4D,0.978044636
SNHG7,0.121991082
MFSD5,0.457131868
MIR22HG,0.912907258
CEP19,0.537895396
ARHGAP19,0.974455107
COX14,0.591023876
PPP1R16A,0.449269016
RBM17,0.192063059
PIGY,0.706062905
UBL7,0.645503842
PHYKPL,0.969424043
TCEAL3,0.320257798
TMEM128,0.234793327
TMEM141,0.346489252
USP45,0.421864739
TMEM241,0.653916114
REPS1,0.507931599
TMEM60,0.222576687
ARRDC1-AS1,0.989923828
SMIM3,0.821096798
SNHG12,0.321611801
H2AC12,0.721419082
H2BC12,0.23809994
PPIL4,0.026396248
PAQR8,0.254388466
DGCR6L,0.835797556
TRIM5,0.336617667
ZCCHC3,0.81191813
ALG2,0.269432102
STRIP1,0.720095445
MICALL1,0.993193778
TUBGCP6,0.132838296
SNORD14B,0.892351137
SNORD14C,0.280698197
SNORD14D,0.500163636
SNORD14E,0.489758444
FAM207A,0.442814418
EAF1,0.889911622
DNAJC14,0.74970334
ZCRB1,0.294174748
DOCK7,0.747055657
HELZ2,0.247992753
LRRCC1,0.955938896
UNK,0.516050225
TSPYL5,0.916821543
CIPC,0.690875391
CEP295,0.685425052
ZNF518B,0.092492609
ZC3H12C,0.227437863
SSH2,0.77698267
SELENOI,0.568052684
GFM1,0.155908917
RPPH1,0.717499683
GTPBP10,0.649520786
PNPT1,0.376447345
ANKRD13A,0.86216223
RRP36,0.907392321
TRIM4,0.00186734
HPS4,0.101876294
ARHGAP11B,0.258425344
ABCC10,0.976238432
FGD3,0.369996517
FCHSD1,0.444364295
ATG16L2,0.854299236
KLHL6,0.344515492
KBTBD6,0.24429639
WDR34,0.750532094
UBE3B,0.015328452
RHOT2,0.025156793
KLC4,0.835745152
SAPCD2,0.481306203
RSPRY1,0.528279979
DPH6,0.738071981
MIDN,0.647837014
TMEM250,0.99079655
TSR2,0.725369023
BTBD6,0.398530225
SYS1,0.191441742
ZSWIM1,0.706062552
KIAA2013,0.089890559
ZNF551,0.627843722
OTULIN,0.387139356
CEACAM21,0.773408847
TP53I13,0.822451401
ZNF766,0.217942858
CCDC97,0.560119621
THAP3,0.283386353
ZNF468,0.555968634
ZNF160,0.36917758
C5orf30,0.44154136
SAMD1,0.607038588
DCAF15,0.047901248
TICRR,0.227143095
MED30,0.592205093
TMEM41A,0.288946022
IFT20,0.571886003
MCFD2,0.217785497
CCDC32,0.911068165
KNSTRN,0.317537518
BMF,0.756973523
ZNF622,0.844107635
ERI1,0.763607325
GADD45GIP1,0.615711617
TMEM263,0.772580789
SCRN2,0.8746092
YIF1B,0.63246284
MCU,0.632256734
CCDC74A,0.739940662
ZNF799,0.711825231
TIMM29,0.800592328
ZNF625,0.628711157
ZNF700,0.06503875
LYRM7,0.962213132
STARD13,0.761864009
N4BP2L1,0.961591477
ZFAND2A,0.621381537
LRSAM1,0.098863622
CCDC126,0.339403463
SEC11C,0.26719594
FAM104B,0.682916474
PYGO2,0.303734429
CEP95,0.284514677
ANGEL2,0.908536097
PIP4P1,0.307486099
PRMT9,0.140968717
TCEAL8,0.173967506
ZNF598,0.281954442
JPT2,0.759287762
SPSB3,0.168853844
DMAC1,0.152677504
TRIM41,0.301096793
ESAM,0.837413659
ADCK2,0.595623883
DHX57,0.320564518
FMNL3,0.613602701
CERS5,0.41522848
DPP9,0.164708207
AP5B1,0.44698732
CCDC34,0.181041235
SLC25A46,0.138511748
SLC39A13,0.319883791
BOD1,0.029227012
MSANTD3,0.891469962
LMF2,0.922328755
C12orf29,0.230720735
R3HDM4,0.333531782
TMEM259,0.130516726
CDKN2AIPNL,0.833452505
ANKRD40,0.545107508
UAP1L1,0.121116668
BTF3L4,0.420069227
RCCD1,0.353053349
RNF185,0.260346887
ACBD5,0.582013677
ANKRD44,0.920568833
UBXN11,0.660520601
C12orf65,0.825124289
RPS19BP1,0.785814878
ZNF830,0.547126324
SLFN11,0.268911124
CHURC1,0.745066852
ATPAF2,0.781891608
ZNF765,0.71213645
ZNF845,0.315706123
CENPL,0.971632625
SMDT1,0.955389086
LONRF1,0.75157089
RRP7BP,0.596360188
YTHDC1,0.081050588
ELMSAN1,0.855744329
LIN52,0.002966756
NEK9,0.222957036
CABLES1,0.556875197
CHMP7,0.058265286
ALKBH8,0.732251318
WDR20,0.113156831
RFT1,0.646933329
TTC5,0.215787557
FDXACB1,0.344722083
TIMD4,0.971933896
NDUFAF2,0.772133947
COG7,0.099982885
CXorf40A,0.392560707
TPGS1,0.566209192
CCNQ,0.412010077
SLC25A51,0.547788373
SNX29,0.273476572
CTBP1-DT,0.080460635
ZC3HAV1L,0.242339664
INTS4,0.289103771
OXNAD1,0.966760127
MTDH,0.484836922
MTG1,0.470728682
UBTD2,0.220175774
RCSD1,0.326296974
LMBRD2,0.281442995
MRPS36,0.800036973
TMEM129,0.419886363
STRADA,0.115587483
METTL18,0.163942566
GORAB,0.149751094
NAF1,0.862905683
MRRF,0.580673293
RBM18,0.662362451
BBIP1,0.477333696
SPECC1,0.354839609
G6PC3,0.028766621
ZNF764,0.502710783
MOB1B,0.690583088
TIMM50,0.538670941
TIFA,0.936638939
MGME1,0.019399372
DTD1,0.29287311
TMEM183A,0.494351069
ARRDC1,0.411691722
DPH7,0.865094541
SLC38A5,0.371264387
HELB,0.246077874
SHKBP1,0.817734223
H2AW,0.543369757
ZNF276,0.745558497
IMP4,0.194529496
HNRNPLL,0.688544025
UBE2Q2,0.591668294
CCDC102A,0.999208621
MARS2,0.143262411
MARCHF9,0.351777868
B3GNT7,0.511901549
TEX30,0.924282096
DMKN,0.103559849
NAPRT,0.182122604
ORAI3,0.239282159
ZNF561,0.244814795
IGSF8,0.097408016
PGAP3,0.676531072
HAUS8,0.354224315
MVB12A,0.654420341
SP140L,0.071446482
MMGT1,0.888549375
ARMC6,0.562202723
MAPK1IP1L,0.764264005
ZFAND4,0.712331443
TRMT10A,0.925398833
TBC1D31,0.271193094
FBXO44,0.545548456
MRFAP1,0.093788478
LOC93622,0.317435862
TADA2B,0.517700463
TBCK,0.684216276
TJAP1,0.742206103
ARHGAP18,0.604203046
ACTR8,0.040849587
ATP5IF1,0.156910992
PIGS,0.890125305
TRS-TGA2-1,0.480203169
ZNF101,0.663747923
SYAP1,0.606287971
SFXN1,0.031906958
SFXN5,0.075982777
ORMDL1,0.051496575
ORMDL3,0.851794745
PAXBP1,0.633283134
TMEM203,0.287216129
SYTL3,0.487422927
ARHGAP12,0.135541531
SNORD46,0.246283958
SNORD38A,0.717245994
SNORD38B,0.216419394
H2AZ2,0.493653055
EPSTI1,0.928669214
TP53INP1,0.694378691
FNIP1,0.83115674
TBC1D27P,0.029613733
BMS1P20,0.122155106
TGS1,0.137153442
MYL12B,0.192936492
EGLN2,0.16075086
CAVIN3,0.490422541
ERI2,0.154016012
SAT2,0.90365454
DTD2,0.134588507
GTF3C6,0.560177088
CYTOR,0.877874038
RDH13,0.729439529
IFT43,0.293427784
GLMP,0.519189419
FDX2,0.022962295
WDR89,0.160684041
RBM8B,0.916221451
L3HYPDH,0.390156336
TP53RK,0.577093977
SGF29,0.139422922
VPS26B,0.779146635
NACC1,0.144257986
CFAP36,0.06616362
MED8,0.853246166
KTI12,0.229867532
RPUSD1,0.515625329
MTFR2,0.851089121
CDCA5,0.532538127
SAAL1,0.919153023
IZUMO4,0.840191933
SCAMP4,0.367518433
CHST14,0.475277551
CASC4,0.530534046
C12orf57,0.676891932
LARP4,0.917471623
GLCCI1,0.630408768
TMEM106A,0.974851389
SFT2D1,0.640668515
TEX261,0.840089426
SMIM12,0.023702572
HELQ,0.227614286
MFSD3,0.063287194
ZBED6CL,0.336083431
HENMT1,0.343463865
SLC35A4,0.034234807
DTX2,0.856051556
TOE1,0.480022403
BUD23,0.507975048
LACTB,0.415783561
SNORD15B,0.110009728
TIRAP,0.105423819
MIR155HG,0.899434728
CARD16,0.654749743
GPRIN1,0.540405853
SLC25A25,0.680549279
STK11IP,0.044753781
TUBGCP5,0.782464153
ESCO1,0.680556441
TMEM200A,0.927117466
MYSM1,0.600721591
RNF157,0.230945425
LENG8,0.241217323
PWWP2A,0.618689632
SMYD4,0.085568689
SLAMF6,0.198179875
OSBPL7,0.741501306
OSBPL8,0.558436702
OSBPL9,0.642373535
OSBPL11,0.403587133
TMEM123,0.702820953
EPB41L4A-AS1,0.325480433
SMIM19,0.33550779
MRFAP1L1,0.590762993
PTPMT1,0.646393233
FLYWCH2,0.652594123
CGAS,0.490381593
NT5C3B,0.969373999
CCDC124,0.581873581
HAUS1,0.435589919
TNFRSF14-AS1,0.529912707
ATG4A,0.719878617
KCTD12,0.523330759
OMA1,0.86458073
SLC25A26,0.601327548
PCMTD1,0.895469996
LRRC42,0.434491309
GBP4,0.952169799
GBP5,0.845435939
MALSU1,0.490709564
UHRF2,0.549025212
ZNF689,0.071615691
TNFRSF13C,0.984666665
EVI5L,0.074212961
TRMT61A,0.150989539
DIS3L,0.188028239
DHRS1,0.345354216
TSR3,0.383183851
RNF166,0.0671567
RMI2,0.447522724
LRRC58,0.033429273
LYSMD3,0.742019493
DNTTIP1,0.630950545
ZNF526,0.226136922
KLHDC3,0.036995801
WDR92,0.04682637
RPL12P4,0.893559135
NUS1,0.101002925
FAM122A,0.092118952
ZMYND19,0.542522872
COX20,0.266742156
ABHD15,0.624889621
TLCD1,0.95538386
GINM1,0.270164101
RAB39B,0.507525927
TOP1MT,0.793305578
TSEN15,0.984368866
NIBAN1,0.143156054
MRPL53,0.86774613
MRPL54,0.730865476
RPL39L,0.266773853
CNTROB,0.007482814
SNAP47,0.432817967
SNORD139,0.028699246
SNORD83A,0.963098948
SNORD83B,0.91200268
ACAP3,0.357664525
ARAP2,0.860678182
ARAP1,0.456723277
AGAP2,0.991072429
AGAP3,0.281201386
TADA1,0.377819903
THEM4,0.944167946
FTSJ3,0.132297407
RFFL,0.386923295
UBE2J2,0.004664386
RPL23AP7,0.606720212
EXOSC6,0.873250764
ZNF511,0.146030962
CHCHD1,0.223011561
PIK3AP1,0.315451763
ZFYVE27,0.227589162
COMTD1,0.536265981
SFXN2,0.923072651
PDZD8,0.89937222
BORCS7,0.575709303
SFR1,0.330873392
ANAPC16,0.203991098
SFXN4,0.3418085
DNAJC24,0.092851183
ARL14EP,0.242121628
LRRK2,0.59929159
SLC15A4,0.146262842
RHEBL1,0.604032642
GTSF1,0.152555874
NEDD1,0.638240377
IKBIP,0.872274254
H4-16,0.957387943
AEBP2,0.706270358
ALKBH2,0.855957251
SPPL3,0.618830636
SLAIN1,0.707621401
IFI27L1,0.549249882
TRAPPC6B,0.539197631
MRPL52,0.138798174
LRR1,0.220122201
FRMD6,0.839928572
SOCS4,0.650807172
NAA30,0.541028431
ISCA2,0.866577051
LEO1,0.01672812
C15orf40,0.755882455
MTFMT,0.877571578
TARS3,0.589811818
NIPA1,0.384406387
WHAMM,0.565815176
NTAN1,0.95685315
FOPNL,0.326329784
CMTM3,0.795957962
SPATA33,0.52317404
CCDC78,0.864535062
PAQR4,0.314106601
ZC3H18,0.226044101
UBALD1,0.37914788
TMEM219,0.277017177
EARS2,0.121449914
SNX20,0.857539716
TMEM170A,0.800295985
METTL23,0.814555569
MSI2,0.447618995
SLC38A10,0.973486342
CANT1,0.318694456
CYB5D1,0.731197273
OVCA2,0.921088804
HEXIM2,0.158021903
LSM12,0.162981468
CCDC43,0.640222695
SLC43A2,0.230288813
CYB5D2,0.977189712
C17orf49,0.911227865
MRPL10,0.195962417
WDR81,0.537293215
RN7SK,1
AFMID,0.832751748
SNHG29,0.582389163
RPS2P46,0.233332976
FAM210A,0.484859118
RPL22P1,0.08586965
INO80C,0.746191409
TTC39C,0.847186557
ZNF816,0.487360125
ZNF543,0.509789715
RAVER1,0.482933891
MICOS13,0.166582794
TRAPPC5,0.375979131
SWSAP1,0.743049712
CCDC159,0.972081344
JOSD2,0.219442513
ALDH16A1,0.047305437
ZNF787,0.224567285
TNFAIP8L1,0.136111386
IRGQ,0.993792384
ZNF428,0.305985552
MOB3A,0.339668414
MFSD12,0.044746576
NDUFA11,0.454088746
NR2C2AP,0.266176673
RINL,0.850097598
C19orf47,0.922196937
ANKLE1,0.73128108
CCSAP,0.528552916
PUSL1,0.243697775
B3GALT6,0.630150726
IFFO2,0.958764911
H3C14,0.531726588
ATXN7L2,0.010933901
LYPLAL1,0.827494176
TYW3,0.961039764
TPRG1L,0.395940134
PRXL2B,0.669668382
RNF19B,0.36485207
C1orf122,0.206590531
C1orf216,0.737055627
ARL8A,0.992368344
UHMK1,0.922578549
C1orf131,0.867850856
LIX1L,0.774254632
NAXE,0.522839634
MRPL55,0.038245197
H2BU1,0.628767693
DRAM2,0.212296797
TATDN3,0.468872749
SNHG11,0.023455961
TBC1D20,0.806336542
SLX4IP,0.788636387
CHMP4B,0.119519966
PIGU,0.199292113
C22orf39,0.429400884
TANGO2,0.916838923
EMID1,0.450328486
ANKRD54,0.347832216
PPP1R21,0.233636611
NUP35,0.478206081
MITD1,0.304280918
DIS3L2,0.482556785
CMPK2,0.297446138
TAF8,0.495937313
TMEM18,0.438470591
RBM45,0.847050603
FAM168B,0.824078367
AP1S3,0.378622587
C2orf76,0.941272474
SGPP2,0.887586806
TTC32,0.191879208
UBR3,0.504941006
KCTD18,0.388263622
ZNF513,0.630714018
ZFAND2B,0.461381051
SLC66A3,0.661225953
AHSA2P,0.32474714
MTERF4,0.691516959
CCDC58,0.955430625
DNAJC19,0.570272895
CHCHD4,0.693912544
TPRA1,0.562827387
TMEM42,0.408050967
NUDT16,0.029584305
METTL6,0.734035185
TAMM41,0.372561148
GLYCTK,0.416505294
PPM1M,0.117748598
OCIAD2,0.951308031
SCLT1,0.077842267
LIN54,0.985547876
GNPDA2,0.34941546
AASDH,0.793559051
EEF1A1P13,0.048758534
SLC9B2,0.96352028
SETD9,0.514742856
EMB,0.657459607
PPARGC1B,0.467575289
PRRC1,0.92676885
NADK2,0.369602793
ATPSCKMT,0.260197236
DNAJC21,0.009231323
GRPEL2,0.379817059
POC5,0.479608588
STARD4,0.599393009
WDR36,0.777041378
NUDCD2,0.658055053
UBLCP1,0.031155451
C5orf24,0.026243335
STXBP5,0.005448963
PPIAP29,0.841122415
NCOA7,0.164807154
HINT3,0.20998483
SDHAF4,0.023467595
PM20D2,0.597057695
ZNF786,0.584644339
MTPN,0.234809613
FAM92A,0.304209172
VPS37A,0.482117879
NDUFAF6,0.67616136
TMEM68,0.214896912
UBXN2B,0.597710061
GPAT4,0.258731623
HGSNAT,0.006380731
CARNMT1,0.118690697
C9orf85,0.139260144
PTRH1,0.845875227
RPP25L,0.576876953
FAM199X,0.350207769
APOOL,0.01537949
FUNDC1,0.85457511
UPRT,0.24165729
DOCK11,0.742421288
ASB6,0.303558702
ASB7,0.482279646
ASB8,0.336295042
MYL6B,0.550683306
APOBEC3D,0.517635081
SELENOM,0.412252726
NEK7,0.612416773
TRIM69,0.444410521
SAMD10,0.6900509
BRI3BP,0.9471326
MACROD2,0.540873235
DYNLL2,0.497373894
UBE2F,0.431060699
SMCR8,0.77335639
SRXN1,0.350017522
ROMO1,0.077958765
ZSWIM3,0.756062434
SREK1,0.032719457
STK35,0.492635763
MIB2,0.792992149
SAMD8,0.8283923
TRUB1,0.018017709
VTI1A,0.05140025
CACUL1,0.044698472
FAM76B,0.136486659
SESN3,0.806641847
CWF19L2,0.002952132
POGLUT3,0.138071155
SPINDOC,0.548973488
SPTY2D1,0.941729811
BCDIN3D,0.807580059
ZNF664,0.16007448
ETFRF1,0.510015696
CPNE8,0.231213291
TMEM120B,0.120574731
GLT1D1,0.148622629
E2F7,0.567189673
RPL14P1,0.049840381
FBXL14,0.352922565
HMGA1P3,0.61604639
HNRNPA1L2,0.329451164
MDP1,0.800800681
LYSMD4,0.594737869
RPS3AP6,0.134302844
FAM81A,0.207629411
ZSCAN29,0.519890455
RPS3AP47,0.803508399
CDAN1,0.56867577
ZFP90,0.333849742
CARMIL2,0.228246312
ZNF688,0.571099069
TEPSIN,0.165418416
PIK3R6,0.354661307
SLFN13,0.390597358
KIF18B,0.373273802
RUNDC1,0.970946742
EME1,0.304702445
TMEM199,0.574286319
DHRS13,0.726970678
LINC02210,0.535580998
TMC8,0.772227648
WIPF2,0.771222641
TMEM99,0.16792964
C18orf25,0.548986432
ZNF480,0.036436735
ZNF417,0.41370986
ZNF548,0.445068123
ILF3-DT,0.780984096
TPM3P9,0.294010291
ZNF524,0.056664524
SPC24,0.289635691
ZNF420,0.115869999
FAM98C,0.895834074
DPY19L3,0.778478535
TICAM1,0.126120382
ZNF738,0.687191435
ZNF714,0.517237515
C19orf25,0.642385096
CREB3L4,0.300425015
BROX,0.583829951
MRPL20-AS1,0.870279319
C1orf52,0.215259456
PHF13,0.161851186
B3GALNT2,0.867236644
SLC30A7,0.770735861
MOB3C,0.126925812
RC3H1,0.233339723
MANEAL,0.938186555
EXOC8,0.258573906
PDIK1L,0.486121745
RNF187,0.315928158
SHLD1,0.776245404
COMMD7,0.600748197
LSM14B,0.578970781
YDJC,0.181478559
HSCB,0.636835643
CCDC117,0.665839515
MEI1,0.989309422
CDPF1,0.877966929
TTL,0.511116342
CKAP2L,0.181044434
CBWD2,0.589210429
COPS9,0.61246409
COMMD1,0.068059981
FBXO41,0.124696314
GPAT2,0.560386393
ITPRIPL1,0.722292521
LOC150776,0.549988999
PUS10,0.6603861
SEPTIN10,0.502474647
ARL6IP6,0.041524183
METTL21A,0.483029425
KLHL23,0.922852711
SGO2,0.906522282
FAHD2B,0.682332248
WDSUB1,0.156254795
BZW1P2,0.995800134
TTC14,0.119698436
DTX3L,0.877719141
PSMC1P1,0.090447711
SGO1,0.603387349
BTLA,0.410358545
CCDC12,0.542067446
MB21D2,0.553803282
PPP4R2,0.061579844
XXYLT1,0.121546156
RNF38,0.984214832
CMC1,0.383420665
CCDC50,0.935925026
SPICE1,0.538043044
NCBP2AS2,0.833290469
CIDECP1,0.181430498
ZNF827,0.905821741
NFXL1,0.848959761
SCFD2,0.469400841
THAP6,0.071893872
PPM1K,0.784673016
TRMT44,0.27697158
SLC38A9,0.455120574
CEP120,0.637477516
TMEM167A,0.780704468
MBLAC2,0.837242428
TMEM161B,0.145312041
SRFBP1,0.233781833
ZMAT2,0.018724513
RNF145,0.9454873
SNRNP48,0.811398053
MBOAT1,0.591087856
CCDC167,0.731459745
BMT2,0.72853922
FMC1,0.99202988
VKORC1L1,0.5485775
ZNF746,0.038565457
ATP6V0E2,0.030326099
SBDSP1,0.608450537
NSUN5P1,0.28252681
RBM33,0.149062036
PRAG1,0.429902225
CDCA2,0.852828929
CYCSP55,0.328017454
ANKRD46,0.353255311
ESCO2,0.675438802
VPS13B,0.534168599
ERICH1,0.245961237
FAM91A1,0.567226416
CAMSAP1,0.95222994
EEF1A1P5,0.503998346
RPS10P3,0.402616827
HSD17B7P2,0.927095432
LDHAP4,0.071928311
FAM120AOS,0.162906551
KIAA2026,0.432649599
TSTD2,0.595654522
MOSPD2,0.782115413
CXorf38,0.868769004
FAM122B,0.887797691
CLECL1,0.109979092
DENND5B,0.714413526
PPTC7,0.070193852
GPR180,0.014153664
SYNE3,0.72107184
NOP9,0.231367734
ADAL,0.590821416
ZFP1,0.168376824
SLFN5,0.577345956
RETREG3,0.847317828
ZNF600,0.460251784
ZNF550,0.5828032
DEDD2,0.278545354
ZNF791,0.906480591
ZNF564,0.040812772
ZNF567,0.181604203
EID2,0.359130858
ZNF780B,0.393154977
ZNF100,0.011910352
TOR1AIP2,0.302830875
IFNLR1,0.240934769
SASS6,0.067811872
SDE2,0.42080488
CNST,0.563474916
PAQR7,0.64993693
APOBEC3H,0.272120378
CCDC138,0.430117613
UBXN2A,0.856778097
PARP15,0.817690218
RNF168,0.438408416
SPATA5,0.948351225
TIGD2,0.267899771
RASSF6,0.971393911
MIER3,0.517787889
TENT2,0.610409093
DCP2,0.325377826
ZNF92,0.229284147
THAP5,0.412205404
GIMAP7,0.777666426
BHLHA15,0.647283041
ZNF800,0.194998597
TMEM64,0.22241727
QSOX2,0.082458858
SPIN3,0.930792815
TMEM273,0.690397093
FUT11,0.33667409
SSBP4,0.097485401
DHX36,0.468686199
COMMD6,0.047703747
PPP1R18,0.606024874
ZNF525,0.434289995
ZNF721,0.666689668
ZNF384,0.756114753
ASXL1,0.795457902
RHOV,0.869634994
ZNF675,0.583462129
SPTSSA,0.286908473
POLR3H,0.262753656
ABHD3,0.895620354
PGAM5,0.044598062
HIGD2A,0.640614498
CYS1,0.506446832
PRXL2C,0.718176408
