,p value
ELOCP2,0.812826973
HERC2P3,0.945049136
FBXL22,0.524059049
NOMO2,0.682965552
CES4A,0.153724148
BRICD5,0.833979036
PGP,0.870790036
LINC00921,0.759374795
C16orf54,0.786242426
INO80E,0.862474317
LOC283922,0.261872157
NUDT7,0.958235049
FBXL19-AS1,0.8114994
NHLRC4,0.517126196
C16orf91,0.60566354
PKD1P2,0.170866708
PDXDC2P-NPIPB14P,0.860181014
HID1,0.393176076
TSEN54,0.770129666
UBALD2,0.212657608
CCDC57,0.787637651
HEXD,0.44093777
C17orf58,0.726624802
RNF227,0.596577049
LINC00324,0.520062305
CCDC144B,0.26995557
KANSL1,0.312199445
FAM171A2,0.306131483
NEK8,0.644191183
PIGW,0.706067199
CISD3,0.908433661
TMEM102,0.61645039
CAVIN1,0.602727804
SLC26A11,0.814512231
ENDOV,0.869862568
GDPD1,0.338204162
POLRMTP1,0.968225113
NDUFAF8,0.311244777
LOC284191,0.806020297
LGALS9B,0.551199465
METRNL,0.616829785
DLGAP1-AS5,0.561502824
KCTD1,0.731674534
ZADH2,0.144661143
HMSD,0.660346808
ZNF547,0.352404093
ZIK1,0.15237925
ZNF776,0.086135015
ZNF780A,0.238295563
C19orf54,0.938419898
PRR19,0.727678864
ZNF283,0.256302559
PPP1R37,0.540568786
EMC10,0.962850804
LINC01869,0.334033102
ZNF615,0.601044051
ZNF841,0.146623499
ZNF561-AS1,0.514874436
ZNF763,0.208325234
ZNF844,0.127577817
RPL10P16,0.033539914
WDR62,0.517396166
ZFP82,0.579639347
ZNF790-AS1,0.874112503
SLC25A42,0.135787268
LINC00663,0.774607796
ZNF493,0.896461891
LOC284454,0.068192135
ZNF875,0.245469871
LINC01226,0.322630279
NBPF15,0.924835146
FAM102B,0.831469632
SYPL2,0.762608269
CYB561D1,0.685146346
ANKRD34A,0.662631887
RUSC1-AS1,0.31444016
LINC01686,0.404935775
PTGES3P1,0.217019864
LOC284685,0.96008806
ZNF326,0.397608513
RIMKLA,0.628926801
SLC25A34,0.835729216
C20orf204,0.639354929
LINC00494,0.898380344
C20orf197,0.916743967
MIR646HG,0.301737891
MIR663AHG,0.642067282
FRG1BP,0.769213428
RPL13AP7,0.098110444
MIF-AS1,0.558473714
TTC28-AS1,0.789664501
RPL23AP82,0.85343353
RHOQP3,0.680025383
CCDC150,0.956165231
RNF149,0.851019016
CCDC141,0.657578689
STARD7-AS1,0.381780565
RPL18AP6,0.693511311
LOC285074,0.626429162
AHCTF1P1,0.496295474
IAH1,0.222501049
FAM126B,0.884557679
RPL10P6,0.171358377
RUFY4,0.519333081
RGPD4,0.036986498
DUSP28,0.957997099
SLC9A9,0.618749982
EOGT,0.305804625
C3orf38,0.872809208
ZNF619,0.740457106
ZNF621,0.931280194
RABL3,0.241227973
LINC00877,0.853449267
C3orf33,0.875990372
UBQLN4P1,0.757692872
CCDC66,0.224856603
TCAIM,0.374424421
ZNF852,0.495805529
ZNF660,0.366005769
KIF9-AS1,0.505607291
SUMF1,0.259869917
RPUSD3,0.943634059
PRRT3,0.383201449
DPH3,0.141587503
TPRG1,0.920545985
CYP4V2,0.083620098
LOC285442,0.502508469
COX18,0.547608848
FRYL,0.679578336
SEPSECS-AS1,0.300000657
FAM200B,0.821418198
SH3PXD2B,0.795107608
LOC285591,0.891572048
ARL10,0.533121095
KIAA0825,0.173157103
DTWD2,0.786428366
RELL2,0.05774305
C5orf51,0.132480202
LOC285638,0.892647006
RNF180,0.114129972
SREK1IP1,0.844347964
RGMB,0.635072664
CEP57L1,0.818592669
MROCKI,0.606650753
DCBLD1,0.806487645
LY86-AS1,0.748847058
RPL39P3,0.138984558
PRR18,0.797758686
SUMO2P1,0.58236573
HLA-F-AS1,0.946607485
HCG22,0.421865733
COX6A1P2,0.376187504
RPL7L1,0.806018413
THAP5P1,0.340622684
INTS4P1,0.323458825
LINC00174,0.207687918
SNHG15,0.464647345
TCAF2,0.503250494
ZNF775,0.565267028
LINC00996,0.019223026
ZNF789,0.648938786
TPI1P2,0.658514974
FAM86B3P,0.081323849
XKR6,0.421174838
NSMCE2,0.537314202
ZNF707,0.763660501
FAM83H,0.401777227
MICU3,0.619777429
ZNF252P,0.229465047
C8orf31,0.943430058
ZFP41,0.452844455
RNF5P1,0.406521393
TRIQK,0.801654113
DPY19L4,0.597834124
FBXO43,0.759018731
CRB2,0.59180971
SCAI,0.784354045
PAXX,0.994332196
TPRN,0.766794433
FAM78A,0.179448157
ATP11C,0.736872736
LOC286437,0.365998271
RPS2P55,0.679102895
YIPF6,0.891131061
FAM3C2,0.734470952
FIRRE,0.886310953
UBE2E4P,0.343906829
TMSB15B,0.700443007
P2RY8,0.586564947
ILDR1,0.708161273
LIN9,0.930982124
TRIM59,0.852000664
NOP14-AS1,0.377527757
EIF4E3,0.375935968
FAM149B1,0.127069383
RFESD,0.622029921
HMGN2P2,0.567740619
DHRS4L2,0.614404345
CCDC85C,0.817505957
H2AC21,0.661564085
CKS1BP1,0.368105311
DDX51,0.07757083
RHOQP1,0.948724644
HMGN1P1,0.669615047
BNIP3P1,0.506804492
GCATP1,0.457018671
RPL15P2,0.996037988
RPL3P4,0.566446196
RPL7AP6,0.563635367
RAB37,0.865345625
MMAB,0.373406236
SERPINA9,0.392144337
SNAI3,0.434773419
H3C15,0.719088108
UBAC2,0.405987804
H2BU2P,0.514373057
H2BC20P,0.806479217
H2BC19P,0.448259386
H2BP1,0.50206009
ST7-OT4,0.684803938
H2BP2,0.917435073
ANO9,0.573086103
CCDC84,0.846659051
ANKRD13D,0.575430085
ANKRD42,0.082949534
CSTF3-DT,0.244926117
ATP2B1-AS1,0.546242666
TMEM119,0.221788539
LINC01089,0.229218961
C12orf74,0.1697579
WHAMMP3,0.190745735
PKD1P3,0.429527481
PKD1P1,0.299112235
PRSS53,0.047857762
RAB43,0.897018038
JMJD8,0.952880035
METTL2A,0.571521682
LOC339192,0.859290067
ASB16-AS1,0.545721045
C17orf67,0.285902844
OXLD1,0.986074579
CCDC137,0.766656455
ARL16,0.879625757
LINC02693,0.883894209
MSL1,0.99833499
LINC00667,0.99328185
ZNF181,0.098106893
ZNF260,0.952865134
ZNF546,0.420287484
MYPOP,0.307804505
C1orf174,0.476883934
KLHL17,0.34150438
MTMR9LP,0.372753472
ZBTB8OS,0.716308279
ZNF678,0.716502683
ARMH1,0.437521903
ZFP69,0.521349042
SLC35E4,0.115244961
SPOPL,0.738039065
ESPNL,0.909100667
EIF3FP3,0.477877801
LOC339803,0.245084755
C2orf74,0.29726774
CCDC39,0.646239686
GCOM2,0.72806156
STING1,0.707832835
ZC3H12D,0.930462693
MYLK4,0.750756108
ZNF680,0.961716036
FAM221A,0.17141712
TSPAN33,0.582667023
AGBL3,0.343011496
NRBP2,0.800331789
ZNF517,0.680731017
WDR97,0.183618814
TMEM249,0.225438608
ZDHHC21,0.398594367
ACER2,0.612481339
NEXMIF,0.60041609
BEX5,0.722455853
CA5BP1,0.539185884
LHFPL1,0.93307565
NANOS1,0.752602027
HMX3,0.538372641
HNRNPA1P70,0.636287069
ZNF774,0.822681214
ZKSCAN2,0.730918506
ATXN1L,0.43275476
ZNF850,0.171080933
ZNF404,0.210052184
ZNF284,0.257383828
ZSCAN22,0.984095591
CCDC18,0.213849759
OR2T3,0.768915963
NCKAP5,0.762352364
PRORSD1P,0.861531991
SH3RF3,0.752210678
DUBR,0.939392057
HNRNPA1P21,0.546911924
SOWAHB,0.563211952
MSANTD1,0.842628915
ZNF879,0.588081221
FAM174A,0.606631801
MTX3,0.903126383
ZNF391,0.715545638
ZFP57,0.413515444
MACC1,0.411242233
FAM71F2,0.875770224
KIF24,0.927334419
IGFBPL1,0.712019681
ZNF81,0.876517867
SOWAHD,0.662822344
USP32P3,0.534512437
TUBB2B,0.152206946
SLC35B2,0.930566712
SERINC2,0.255489063
C6orf52,0.057412529
PWARSN,0.443060458
GATD1,0.627934628
EP400P1,0.948856608
TMEM255B,0.145668048
ANKDD1A,0.86850977
PKD1P5,0.782942264
CTU2,0.636852328
SKA2,0.821075572
CCDC144CP,0.204787874
MCRIP1,0.655919905
ZNF530,0.905173361
C22orf34,0.685247296
GEN1,0.462018797
FTCDNL1,0.125937154
SPATA3-AS1,0.426459294
WDR53,0.334798556
LNP1,0.413000935
FAM86EP,0.399932664
NIPAL4,0.781568177
NUP43,0.483266919
ZNF713,0.849550848
LINC00265,0.233415953
DPY19L2P2,0.643690939
NMNAT3,0.283624975
CASTOR3,0.629804045
HCG26,0.239596425
ZNF429,0.26943078
RILPL1,0.473382273
LCE1E,0.239390697
SLCO4C1,0.44043107
RAMACL,0.376553904
ZNF445,0.376520771
ANKRD37,0.016098258
GPR141,0.237183022
ZNF233,0.416403508
TICAM2,0.342665338
POLN,0.852418413
BMP8A,0.693974486
PKD1P4,0.371817232
MRPL35P3,0.384904871
EIF4A1P2,0.83821815
VDAC1P6,0.656228816
RFLNB,0.527099579
IRF2BP2,0.954542926
ZBTB41,0.935220692
OTUD4P1,0.824169988
GSTK1,0.678397629
STK19B,0.759269331
DND1,0.462822108
NDUFS7,0.353393672
NHLRC2,0.912065368
GALNT18,0.258980811
NCR3LG1,0.425754089
FAM111B,0.691970243
TMEM179B,0.751159063
TBC1D10C,0.225789042
LOC374443,0.118042122
C12orf42,0.422631782
TEX9,0.581431822
KIF7,0.235308727
ZNF710,0.176310984
HDDC3,0.590190889
WASH3P,0.840250052
WASH4P,0.881761406
LRRC37A3,0.743810902
ATP9B,0.85074952
HSD11B1L,0.768784673
ZNF699,0.06910566
TMEM205,0.778331641
YJEFN3,0.684841054
ZNF829,0.371031618
ZNF568,0.715082154
ZSWIM9,0.166245816
ZNF773,0.83707998
SVBP,0.921814323
MIGA1,0.397949766
SFT2D2,0.123325606
MIA3,0.441318071
FAM89A,0.94327645
PI4KAP2,0.877614417
PFN4,0.704808332
FAM228B,0.307833667
ANKRD36,0.352266451
WASH2P,0.771444688
RBM43,0.721258412
CERKL,0.603903036
C3orf62,0.850412074
STIMATE,0.216101956
NRROS,0.536728251
C5orf34,0.683870551
MAST4,0.788893308
SIMC1,0.242244947
GUSBP4,0.351760954
KCP,0.719029078
WASH5P,0.615302875
PTAR1,0.476883113
ERCC6L2,0.707708973
SWI5,0.193039047
PNPLA7,0.958692247
AGRN,0.72786361
CYSRT1,0.649939053
RAB15,0.813502114
SLC27A1,0.212027955
RPS10P7,0.776156934
E2F6P2,0.818012858
ZC3H6,0.141637587
CA13,0.628296328
RN7SL2,0.211392078
RN7SL3,0.282346371
CENPS,0.88950423
LINC-PINT,0.771118535
NHLRC1,0.515578161
MALAT1,0.735479049
RNF138P1,0.691348989
PSMA3-AS1,0.013109121
CHKB-CPT1B,0.923107103
ZFP91-CNTF,0.883939396
E2F6P1,0.647804552
AMIGO3,0.959113439
ZKSCAN4,0.121859579
GUSBP2,0.964595579
SNHG5,0.495069313
SUMO4,0.241585904
RPL29P4,0.479248001
CENPW,0.59660772
SOGA3,0.325651006
CEP85L,0.390516924
SLC7A5P2,0.964463612
C6orf120,0.596388373
ZNF322P1,0.451676904
NSUN4,0.175715384
THEMIS,0.810820555
RASL11A,0.939680704
GPR153,0.693360041
TMEM189,0.636971101
ILDR2,0.687186109
WASHC2A,0.091557793
C10orf99,0.911139146
CC2D2B,0.228667497
C10orf143,0.798490593
GVINP1,0.348894428
RPL21P97,0.383635311
LIPT2,0.374853952
RPL13AP20,0.055914307
REP15,0.751059397
RPSAP12,0.848197019
C12orf75,0.458669286
KMT5A,0.62302017
NHLRC3,0.366671699
IGHV1OR15-1,0.864489616
GOLGA2P7,0.917849977
C16orf87,0.783820572
HNRNPA1P7,0.105009959
C16orf86,0.844537192
SCIMP,0.678187434
C17orf100,0.472595977
RPS18P12,0.409299524
LRRC75A,0.284961958
RPL13P12,0.142710927
RPS7P1,0.19803644
CCDC103,0.051675571
YPEL2,0.70267948
RPL7AP66,0.637382023
ZNF788P,0.201059683
CLEC17A,0.989706632
RPSAP58,0.683011818
ZNF790,0.101002987
BLOC1S3,0.176203151
RPS9P4,0.851214169
ZNF808,0.2117014
ZNF888,0.594178526
ZNF761,0.504912616
TMEM238,0.649293972
ZNF470,0.59876544
ZNF749,0.381365454
ZNF324B,0.429168541
RNF207,0.962487684
HS6ST1P1,0.099378848
DIPK1A,0.358872988
NOTCH2NLA,0.72039148
LINC01138,0.741163706
LYSMD1,0.838180296
TMEM81,0.696655584
LOC388734,0.696104362
COA6,0.828353448
SMIM26,0.827126927
SNHG17,0.413129929
OGFRP1,0.962835963
RPL5P34,0.83473865
LOC388955,0.500845442
C2orf78,0.393415687
BOLA3,0.82598967
C2orf81,0.914088876
C2orf68,0.553423051
PLEKHM3,0.342527178
RPS27P4,0.029639402
INKA1,0.619416334
ARMC10P1,0.521762255
RPL21P39,0.161086867
SETP14,0.807693479
LEKR1,0.887027386
SMIM20,0.839508289
BEND4,0.269323574
LRRC14B,0.928126642
ANXA2R,0.764984904
PROB1,0.398795825
ARHGEF37,0.799507673
RPL10P9,0.128037517
PSMG4,0.387074941
SAMD5,0.62426995
RPL27AP6,0.113245631
GTF2IRD2B,0.283552615
CCZ1P-OR7E38P,0.742397065
LAMTOR4,0.502128627
NUGGC,0.458521073
RPSAP47,0.880704431
HNRNPA1P4,0.051677467
RBM12B,0.917586063
MAFA,0.969255364
GLIDR,0.273324078
LOC389765,0.325462883
IER5L,0.027240164
LOC389842,0.669385329
USP27X,0.16498421
SERBP1P1,0.379342041
LOC389906,0.680039668
RPL18AP3,0.324726191
LOC390586,0.683361253
UBAP1L,0.68935119
GDPGP1,0.279082823
CCL3P1,0.746708229
NUDT19,0.32046483
ZNF793,0.435059927
LOC390933,0.836477664
PINLYP,0.104515541
ZNF818P,0.343156262
ZNF805,0.635257418
FRRS1,0.687297001
PTRHD1,0.562791209
TRMT112P6,0.672176377
BZW1P1,0.031715471
RPS15AP17,0.020948
RPS3AP18,0.973516288
TRIM61,0.354821016
RPS26P6,0.477632881
GPR89P,0.703195108
TCEA1P2,0.056642955
SLC25A35,0.419723148
MEX3D,0.471249973
FAM102A,0.23561431
ZNF321P,0.54865698
MYO18A,0.546675779
LINC00999,0.892897734
BMS1P1,0.784158393
NPM1P25,0.374476956
LOC399815,0.47538917
EEF1AKMT2,0.978030991
EDRF1-DT,0.08597085
PCNX3,0.760985312
TUBAP2,0.58410068
COLCA1,0.289705425
GSEC,0.739951499
SNX19,0.303671632
HSPA8P5,0.820899142
SUPT16HP1,0.008054833
LINC00938,0.501536449
LINC02389,0.737385768
C12orf76,0.579685296
DGKZP1,0.283617401
RPS26P47,0.438986057
YTHDF2P1,0.323206621
FOXN3-AS1,0.352838557
DICER1-AS1,0.929836003
HERC2P2,0.047386081
ST20,0.403637187
FAM174B,0.533273749
LOC400499,0.930815057
KNOP1,0.249065479
CRYM-AS1,0.616314142
C17orf97,0.97034565
MED11,0.80550999
GRAPL,0.217754278
TOB1-AS1,0.008386978
TEX19,0.418995493
LINC00909,0.684592997
VMAC,0.97778833
LOC400684,0.433252128
LGALS17A,0.0895352
ZNF880,0.466325961
ZNF772,0.425113572
SH2D5,0.939061183
LINC01144,0.680859662
C1orf220,0.90254538
NBPF9,0.651386508
CHCHD10,0.40793731
TPTEP2,0.689591171
MIRLET7BHG,0.948424487
LINC00954,0.460221344
C2orf91,0.512782808
LINC02245,0.559843477
PCBP1-AS1,0.848955172
PAIP2B,0.561227563
RGPD1,0.032366689
ANKRD36C,0.884899766
RPS15P4,0.57901215
CAP1P1,0.197766316
MBNL1-AS1,0.324747544
LINC00884,0.220255006
C4orf48,0.202552263
CCSER1,0.588355461
LINC01061,0.589965162
C4orf3,0.854710418
RPS25P6,0.691234674
C5orf63,0.531992935
HTATSF1P2,0.026864203
LOC401261,0.430347182
CRIP3,0.702936156
TRAM2-AS1,0.908652925
ZNF815P,0.624060248
EIF4HP1,0.678070972
GARS-DT,0.291942073
LINC00997,0.414446628
RASA4CP,0.437745211
GTF2IRD2P1,0.67245125
SMIM30,0.950581849
ATP6V0E2-AS1,0.589701843
LOC401463,0.2660945
RBIS,0.979511955
GASAL1,0.401055568
SAMD12,0.105311622
HACD4,0.618112006
TOMM5,0.927914308
ZNF658B,0.087681755
CENPP,0.908042719
SNX30,0.187435881
CD99P1,0.893877134
ZNF674-AS1,0.852940461
SLC25A53,0.635298035
RPL23AP2,0.262994074
LDLRAD2,0.40884841
OR2T5,0.118031117
SRRD,0.355702312
LOC402096,0.76138043
RPS3AP21,0.057789775
XKRX,0.52419276
LINC01000,0.485052605
HNRNPA1P8,0.019532712
UFSP1,0.257617405
PLPP6,0.303867588
ZBTB34,0.445407187
CUEDC1,0.36963225
YY2,0.649188097
C16orf74,0.583551205
DENND10,0.462326726
GTF2H5,0.529126031
ANKHD1-EIF4EBP3,0.210984312
NPSR1-AS1,0.315488892
MIR142,0.755373334
MIR17HG,0.148994661
NOMO3,0.743715856
OVOS,0.853370352
TBC1D3B,0.651949331
TBC1D3C,0.288722134
CCL3L3,0.637780225
ACBD7,0.286082193
AGAP6,0.983780111
AGAP12P,0.347773525
SHLD2P1,0.949352865
DNAJC9-AS1,0.298943787
IDNK,0.999631423
LCN10,0.192420747
HCG18,0.133567006
DENND6B,0.904416052
C8orf82,0.567487871
PIM3,0.492453168
MXRA7,0.382098313
THAP7-AS1,0.165174874
PPIAP31,0.687967214
SHLD2P3,0.820547069
RPS3AP5,0.083814314
LINC00863,0.328559445
TMEM41B,0.900253066
RPS12P22,0.492989555
FAM66C,0.525564291
DDX12P,0.836327552
H3-5,0.036606072
TMEM198B,0.587737746
PLEKHG7,0.408577694
ALG11,0.986429412
MZT1,0.151437524
RPL12P6,0.106707423
CCDC88C,0.544436644
HERC2P9,0.514397848
WHAMMP2,0.102258349
GOLGA8B,0.670555952
EIF2AK4,0.660532144
UNC13C,0.736316041
UBL7-AS1,0.988645226
GOLGA6L9,0.875310693
NPIPB4,0.102987634
NPIPB15,0.94243619
SNX29P2,0.810358552
NPIPB12,0.09196396
SMG1P2,0.977796831
RAB43P1,0.381225407
HNRNPA1P16,0.595566438
RNASEK,0.57272541
UBE2SP2,0.828753951
SUZ12P1,0.447895539
NPEPPSP1,0.67962067
PLEKHM1P1,0.801611367
SLC16A6P1,0.714511343
ANKRD20A5P,0.881081687
HSBP1L1,0.448234912
LOC440514,0.882460591
ZNF506,0.948203542
ZNF724,0.873921075
PRR13P5,0.146840872
UQCRHL,0.299188325
MICOS10,0.715959063
NPM1P39,0.398695514
ZYG11A,0.899139992
EEF1A1P11,0.227367489
RBM15-AS1,0.505558736
BCL2L15,0.780943867
H3-2,0.270552479
H2BC18,0.447304231
RHEX,0.288140628
RIMBP3B,0.367565072
MIAT,0.779649093
SHISA8,0.616917847
ODF3B,0.570241147
POTEKP,0.597209011
FLJ46875,0.93827908
H3P6,0.685373511
CT75,0.799556384
THUMPD3-AS1,0.562334358
SMIM4,0.964621985
RPS20P14,0.045146996
MIR570HG,0.511675538
MTHFD2L,0.530829218
EEF1A1P9,0.088980013
RPL7AP30,0.326223899
GUSBP5,0.158996854
RPL26P19,0.296540343
IRF1-AS1,0.626024145
RPLP0P9,0.853047451
GTF2IP20,0.211894853
C6orf226,0.294642988
LOC441155,0.779380279
CNN2P9,0.770804981
CALHM6,0.210692965
RNF216P1,0.606873004
PMS2CL,0.462099725
RP9P,0.358626258
LOC441242,0.006487351
TYW1B,0.399693095
DTX2P1-UPK3BP1-PMS2P11,0.252419091
RPS26P3,0.441881782
RBMXP2,0.757388621
NRARP,0.653160479
GPX1P1,0.9323247
LINC00891,0.702243013
RPS26P11,0.493229643
PGAM4,0.416131505
TSPAN11,0.674971575
LOC441666,0.036738604
PRKXP1,0.813907172
ZFAS1,0.800805325
EMC3-AS1,0.908418532
SERBP1P5,0.342272206
UQCRBP1,0.000337339
STAG3L3,0.763296354
STAG3L2,0.852443766
RAC1P2,0.47631915
TECRP1,0.381327152
ARHGEF35,0.567710376
SULT1A4,0.424805126
TRIM6-TRIM34,0.842767812
CBWD3,0.479196301
C9orf129,0.33996161
PALM2AKAP2,0.809552924
LRRC37A2,0.951057075
SUMO1P3,0.176633294
SPIN2B,0.26737806
GIMAP6,0.761255958
F8A2,0.565167063
F8A3,0.532759646
GEMIN8P4,0.121939186
IGIP,0.14327981
COA5,0.261747108
GS1-124K5.11,0.195873408
HCG11,0.507115383
CISD2,0.612028681
CCDC73,0.111862344
EID3,0.299598321
TMEM9B-AS1,0.554075392
PHOSPHO2,0.276153381
RBMXL1,0.393764563
CHAC2,0.615616262
PJVK,0.499153176
TYMSOS,0.809878204
TBCAP1,0.31297315
C18orf32,0.41859818
A1BG-AS1,0.059615444
DUXAP9,0.874402622
CT45A1,0.582360407
MIR4435-2HG,0.253797792
C8orf58,0.391383643
CXorf40B,0.522769269
PCOTH,0.925802391
SLX1A,0.91174867
POLR2J3,0.738644124
DNAJC25,0.803045424
UBA6-AS1,0.412662317
CCDC157,0.58620989
NBDY,0.270295447
ATXN7L3B,0.378864344
DNAJC25-GNG10,0.736235779
BOLA2,0.536815045
PEF1,0.921368611
LOC553939,0.100208257
C1DP1,0.024709165
JPX,0.464924916
LOC554206,0.972114702
PPIP5K1P1,0.490619998
LOC554249,0.225989638
FBXO48,0.123139454
FAM72C,0.550481969
H4C15,0.426027509
DHFRP1,0.674340801
CLLU1OS,0.551967672
CLLU1,0.094678942
SNORA6,0.680304101
SNORA10,0.588045099
ADAMTSL4-AS1,0.653624789
SNORD101,0.811650672
SNORD100,0.863573857
SNORA33,0.602590266
SNORD16,0.169661309
SMG1P5,0.94583275
CYB5RL,0.614250688
SNORD68,0.953454674
LOC606724,0.875979646
NPIPB13,0.03595439
LOC613266,0.195536721
SCART1,0.499299146
FAM229B,0.428962452
SCARNA9,0.76675823
SNORD74,0.046573207
SNORA27,0.609559423
SNORA21,0.986038603
TWF1P1,0.058494216
SNORA3A,0.713829651
SNORA7A,0.056294374
SNORA52,0.368631063
SNORD2,0.575042877
SNORA4,0.884036268
SNORA41,0.507536079
SNORD95,0.148185395
SNORD96A,0.612564907
RPL21P19,0.120448235
SMG1P1,0.615961036
ZNF674,0.698254688
ACOT1,0.871928714
SNHG6,0.974156288
SNORD87,0.338328516
TMEM91,0.914444525
FAM185BP,0.165546608
SEPTIN7P2,0.410509235
FRG1JP,0.729109701
BMS1P15,0.849535183
LOC642361,0.900781168
PSPC1P1,0.601470821
MROH6,0.010952708
FKBP1C,0.239000272
LOC642502,0.255710088
VDAC1P1,0.263868014
EIF5AP4,0.583066788
RPSAP54,0.545140147
HNRNPA1P48,0.024593407
DANT2,0.277257426
NPIPA3,0.231726714
NPIPA2,0.165117615
API5P1,0.068603843
ZNF487,0.924006572
BMS1P2,0.610854965
RPL6P10,0.723080091
LOC642846,0.79705722
LINC00205,0.104357648
CERNA2,0.665038886
FLVCR1-DT,0.039197713
LOC642969,0.76122668
LOC643072,0.107916714
ZC3H11B,0.67534504
SMIM15,0.703553099
ATF4P3,0.792461059
CCT6P3,0.897543491
GPAT2P1,0.571916855
CCT6P1,0.875116381
NOC2LP1,0.565487269
HSPD1P1,0.524667248
KIAA0754,0.239860217
C15orf62,0.425513472
RPS27AP16,0.741785498
LOC643387,0.333246277
PURPL,0.906829397
RNPS1P1,0.501002076
LOC643454,0.661873285
RPL29P26,0.112346152
KCTD9P2,0.140448137
LOC643562,0.050813361
LOC643576,0.848481042
ZNF862,0.652023134
CCDC168,0.994998888
SCGB1B2P,0.256767701
LYPLAL1-DT,0.983270817
HMGN2P4,0.846267447
TRAF3IP2-AS1,0.440364704
CDC42P6,0.793533643
RAP1BL,0.794332549
USP46-AS1,0.581247651
HMGN1P38,0.055154191
ZFP62,0.102534739
LINC01128,0.812120425
TMPPE,0.436382459
CBLN3,0.841649092
HMGN2P6,0.475277706
EIF4BP7,0.242799386
CRNDE,0.247193851
FLJ32255,0.932785461
FNDC10,0.715386289
CBWD6,0.804352183
NONOP1,0.767138892
HNRNPA1P12,0.21597301
RPS14P3,0.573335477
SDHAF1,0.85985913
RPL23AP53,0.457967323
DND1P1,0.296692509
RPS26P8,0.498092025
ACTBP11,0.064179749
KANSL1-AS1,0.12894808
LOC644261,0.761607671
LOC644295,0.317434684
RPS7P11,0.200340356
TPM3P5,0.86257275
ZCCHC18,0.894783785
HNRNPLP2,0.460348649
LRRC37A17P,0.446506961
LOC644422,0.245714484
LOC644462,0.95512245
HMGN2P7,0.371867517
EEF1A1P12,0.039874569
INTS4P2,0.969605876
LOC644656,0.220815836
HSPD1P4,0.505572192
FAM83G,0.662840473
EEF1B2P3,0.437631022
LINC01184,0.548291678
CACYBPP2,0.1913524
RPL32P18,0.680501757
H3P16,0.543245425
RPS26P15,0.215305804
ACTG1P20,0.684702691
RPS3AP26,0.072801086
ABHD17AP6,0.717141392
PIK3CD-AS1,0.839158939
RPS2P20,0.742328716
LOC645086,0.420626096
CCNI2,0.211221236
LOC645139,0.81347353
CBX3P2,0.841123724
LSP1P5,0.643586753
LOC645177,0.538463449
EIF3J-DT,0.075426454
TDGP1,0.375287483
MNX1-AS1,0.65958694
HMGB1P6,0.94667341
RPL17P39,0.428939898
FAM86C2P,0.686970559
CHCHD2P9,0.500207949
RPL6P27,0.302333968
FUT8-AS1,0.92909442
RPL17P6,0.925319804
CEP170P1,0.036959888
LOC645513,0.326155497
HSPD1P6,0.167130633
EIF4BP6,0.483985144
AK4P3,0.877244577
FLJ42627,0.518795571
ASH1L-AS1,0.572187253
HNRNPA1P35,0.136390028
LGALS9DP,0.610197881
PARP4P2,0.2357102
ANKRD36BP2,0.1470568
RPS28P4,0.303686882
FEN1P1,0.17858142
RPS18P9,0.302519686
LOC645965,0.618642649
RPS3AP25,0.118895474
SELENOTP1,0.454141374
RPS26P31,0.386337396
LINC00643,0.821132353
NOP56P1,0.145924788
RPS28P7,0.885127786
TLK2P1,0.679184708
NUS1P2,0.558267168
LOC646214,0.427324709
ELL2P1,0.595042669
PDCD6IPP2,0.895925068
RPS2P29,0.280547228
NAMPTP1,0.446167109
BTBD6P1,0.346488935
LOC646347,0.058662175
LOC646358,0.29537649
ARIH2OS,0.924180745
LOC646471,0.757938792
RPL7AP39,0.604813954
RPL6P19,0.191517155
LOC646517,0.968676418
YBX1P2,0.800088767
LOC646548,0.905370057
LOC646555,0.584474208
EEF1A1P25,0.657019291
RPS20P26,0.028175807
NIPBL-DT,0.978067697
KRT18P31,0.55169796
RPS15AP19,0.312179641
TPM3P8,0.907465273
FAM227A,0.153244823
SEPTIN7P3,0.037256924
TUBBP2,0.750752196
RWDD4P2,0.505391117
EEF1B2P6,0.21418971
PA2G4P4,0.25701157
GOLGA6L10,0.42617273
LOC647070,0.194095125
BRD7P2,0.85902374
SDHDP2,0.455183862
STMP1,0.924458966
RPL23AP42,0.380962358
EMBP1,0.79013638
EEF1A1P14,0.006201028
RPS16P5,0.271876846
RPL4P4,0.485456792
TEX22,0.621658236
VEZF1P1,0.050448046
CDC27P1,0.743345811
OCLNP1,0.283692164
NORAD,0.796523308
RPL7P23,0.208548355
PPP1R3G,0.509961609
EFL1P1,0.992338038
LOC648987,0.386501986
PRAMENP,0.509084504
DLGAP1-AS1,0.351613138
GAS6-AS1,0.902292772
RPS28P9,0.15746564
MIPEPP3,0.74752629
RPS2P12,0.621561551
ZNF192P1,0.80863107
MUC20P1,0.341604582
ANKRD33B,0.363065327
LOC652276,0.938122631
BTF3P5,0.458823913
SNORA48,0.129734895
SNORD10,0.02675612
CASTOR1,0.540242914
RPL21P98,0.950359998
GUSBP16,0.962485731
ZDHHC11B,0.570884267
FAM86FP,0.968420219
HNRNPA3P6,0.066098933
ZBTB8A,0.853003573
LSM12P1,0.934278036
RPL21P53,0.290949544
LOC653160,0.553243797
