Short Gene name,p_value w/o covariate,p_value w/ covariate
RP4-639F20.1,1,0.505094256
MERTK,1,1
C1GALT1C1,0.827907176,0.429639048
ZNF709,0.91700341,0.495617343
LOC148413,0.62925371,0.57735278
PELI2,1,0.06930585
CEP72,0.89216316,0.653245194
DHTKD1,0.524530152,0.310792068
TADA2A,1,0.750479885
PROS1,1,0.570443298
UBE2F,0.532076345,0.613279058
SPOCK1,0.897185054,0.948033596
SPAG9,1,0.483207173
PGPEP1,0.848274462,0.280705203
KIAA1109,0.336370159,0.044970626
IFNAR1,1,0.918290503
DDX41,0.928950346,0.65718796
SIN3A,0.492647701,0.620793302
MYSM1,0.675677519,0.057662841
ARL14EP,0.78902953,0.190696996
MYNN,0.918105751,0.704778604
ZDHHC5,0.656435563,0.311958593
KCNMB4,0.856095441,0.439978001
C17orf103,0.882397385,0.763762057
ZNF827,0.001584542,0.090550061
CMPK1,0.424461872,0.099916137
CREG1,0.389515443,0.401637655
CASC10,0.844275209,0.471781124
ZBTB25,1,0.147176692
MOB3C,0.788780859,0.687982755
USP30,0.498337064,0.659256854
TMEM129,3.45E-05,0.802238238
SPPL3,0.827907176,0.830141225
RP5-1103G7.4,0.928506448,0.653471036
SIAE,0.867244822,0.009733145
ATP8B2,1,0.902043355
ZNF791,0.66600253,0.124792254
TPP1,1,0.239832354
PFKL,0.329043649,0.528582298
LRPAP1,1,0.806937421
BUD13,1,0.633382042
MIB1,0.881476551,0.902348124
DTNBP1,0.040088776,0.002099595
SUGP1,0.591996288,0.0924329
CDK20,0.583518749,0.65131329
HIST2H2AA4,0.43888153,0.861215818
ZMYM6NB,1,0.316799061
CIAPIN1,0.743713534,0.71199725
ABHD4,1,0.15223132
FXYD6,0.911790969,0.695613088
NT5C3A,1,0.830932628
RNF150,0.924659529,0.912833137
SERTAD2,0.659927728,0.003927176
PCBP2,0.816670523,0.050689029
AK6,0.389602022,0.892889993
CLPTM1L,0.838432213,5.64E-05
RPLP2,1,0.810629312
TOR1AIP1,0.812066795,0.127180051
PSME2,0.635412699,0.942865433
CLK3,1,0.345301688
MYL5,0.620782438,0.064718377
SEC22C,0.607215962,0.12737938
NCOA4,0.839895922,0.551683325
ETFA,0.713069199,0.945006439
HMBOX1,0.902728195,0.655965403
CCDC88A,0.129375876,0.596100672
DAZAP1,0.684099572,0.408247962
GTF3C5,0.625194542,0.660543538
TRMT61A,0.869398704,0.505623395
ZFR,0.95314991,0.151921692
RPL26,0.708835619,0.858371153
PLEKHG3,0.846855712,0.190679184
C11orf57,0.135654666,0.01037193
C6orf57,0.906215413,0.088569372
AKAP10,0.959326886,0.175247041
RAVER2,0.234485326,0.63971403
DPM3,0.421128305,0.069020496
CKAP5,1,0.623462207
SNHG12,0.805601943,0.377943693
BTBD7,0.895485051,0.587666544
LINC00476,0.468503729,0.06903804
NFATC2IP,0.658271182,0.31689885
RPUSD3,0.507990999,0.846216446
NUDT15,1,0.696490596
ZNF782,0.971955057,0.366775725
EEFSEC,0.551147682,0.005606965
ZNF124,0.739371312,0.311818353
TRAPPC8,1,0.16003097
LINC00969,0.675904781,0.581633745
COQ6,0.587125133,0.463719349
CCDC137,0.462620114,0.186549235
COL4A3BP,0.774532032,0.646717522
SPRYD3,1,0.906957093
VIPAS39,1,0.954907368
ARMC1,1,0.527280197
ZNF148,1,0.907469782
EDEM2,1,0.936851886
GCHFR,1,1
ATP8A1,0.886069845,0.584402629
WDR92,0.525306854,0.059864304
DCXR,0.666721871,0.379566326
TEX9,0.986597199,0.013586983
IKBKAP,0.837036526,0.046995759
ABTB2,0.827447901,0.713487024
MRPL36,1,0.259644224
HGS,0.623716454,0.94960927
ZNF33A,0.77263302,0.049261747
UBXN2A,0.475084104,0.801649345
RABL5,0.70164735,0.693655014
NT5C2,0.279658195,0.496589945
GABARAP,1,0.030173583
GORASP1,1,0.018739816
CCND2-AS1,0.672581925,0.867120562
EPS8L2,0.410156357,0.619808622
PFKFB4,1,0.122949453
ATG9A,0.513138898,0.21301006
CCDC14,0.627467807,0.13722636
ZNF93,0.499464157,0.864306581
GMEB2,0.881476551,0.530384535
PPFIA4,0.736948665,1
SF3A2,1,0.934623402
ZNF784,0.999568624,0.023234561
NAA16,0.761984152,0.730980098
TSC22D4,1,0.16780051
C19orf70,1,0.209837437
ERBB2,0.982746217,0.557255026
MIF,0.782658468,0.0374704
FCHO2,1,0.105926896
CHCHD1,0.58507811,1
MGAT1,0.50234795,0.185898603
ERLIN2,0.840177879,0.552483666
PLCD1,0.786632746,0.756445291
AASS,0.867966115,0.56334272
RBMS1,1,0.47011345
SYS1,1,0.631208896
SEMA6D,0.997494554,0.071132566
OCLN,1,0.488695005
MTCH2,0.788249759,0.981605194
CDC37L1,0.539467386,0.765864068
SLC25A15,0.82674393,0.35327518
HIST1H2BJ,1,0.34446601
CRKL,0.804097431,0.753467824
CMC2,0.609591716,0.897570354
PPM1K,0.711966128,0.385384752
BOP1,0.805601943,0.772857208
LETM1,1,0.209063139
FAM168A,1,0.317096931
DNMT1,0.483817362,0.11440234
RYBP,0.346825599,0.845910702
TMEFF2,0.774795342,0.158208654
HPS6,0.589080642,1
PRR7,0.595223392,0.697560496
PLEKHH3,0.912331608,1
LAPTM4B,0.78124474,0.306741231
TSPAN3,0.468972708,0.525885743
CERS2,0.80723822,0.149021747
ATF6,0.736948665,0.008318295
UBE2K,0.722562015,0.62880468
IQSEC2,0.848674755,0.548882073
ZNF506,0.819033454,1
PGAM1,0.802278062,0.882627801
RSU1,1,0.713564996
MSANTD4,0.454387707,0.013441691
C11orf70,0.941777211,0.79026442
ZNF83,0.204386122,0.04425396
KAT5,1,0.300465624
SDHC,0.800490731,0.071983496
TMEM8A,0.977453325,0.832202486
NSMF,0.824925732,0.460232271
SMARCA5,1,0.51641425
RALBP1,0.89337262,0.053683101
PTGIS,0.682306226,0.136884722
TMEM109,1,0.889368612
PIR,0.938343756,0.12430553
SPATA18,0.713252232,0.272927506
GNPTG,0.874664898,0.918193724
SMTN,1,0.489673541
CERS6-AS1,0.573211591,2.63E-06
LONRF1,1,0.079264402
ETAA1,0.663823395,0.027835758
LOC100289092,1,0.841685968
LRRTM1,0.904844674,0.519240615
FAM83D,0.877681893,0.012632765
PI4KB,0.682970427,0.532706949
MRFAP1L1,0.770718816,0.929751459
SPTSSA,0.838184978,0.895739824
TTLL12,1,0.310146702
SNRPD2,0.839313471,0.816755573
CUL4B,1,0.462782775
SEC14L1,0.212848448,0.62001624
ERF,0.171599776,7.41E-05
SHMT2,1,0.766738508
CPSF4,0.450098251,0.020636607
TBC1D19,0.739777037,0.081230072
NAP1L4,0.740241281,0.001783451
FAM92A1,0.526285086,0.144469807
HERPUD2,0.742283171,0.481381631
EMILIN3,0.540578317,0.037619629
BLOC1S1,0.241704469,0.008075962
GEM,0.343646875,0.976853143
SET,0.476669328,0.320239404
RAB9B,0.969754415,0.678435307
LAMTOR4,1,0.717546744
ITGA5,0.520430044,0.003264163
UBE2J1,0.202006652,0.280198154
EDEM3,1,0.093003289
GRB2,0.827224158,0.233962349
PLEKHF2,0.599032014,0.128759224
PIK3C2A,0.2191631,0.140588452
FRYL,0.669598423,0.607760323
SLC44A1,0.551510346,0.77194928
FAM168B,1,0.092312579
ZNF304,0.498863628,1
RGS10,1,0.432725065
CCT3,0.744722625,0.010284991
SRP14,0.871248056,0.890593134
CTNND1,0.831565358,0.584951068
CRIPT,0.465693627,0.886546701
STRADB,0.870055667,0.002332475
PXMP2,0.000190578,0.668076477
PRC1,0.845084657,0.802726541
GLIDR,1,0.294584285
MPC2,0.512711892,0.238346888
TOMM34,0.373697948,0.593793161
RSPH3,0.975832902,0.23321233
SLC16A1,0.859399588,0.019380973
CHMP2B,1,0.004134306
ZNF480,0.844549996,0.954954486
ATG4D,1,0.97411543
TOM1L2,1,0.064238908
LGALS8,0.61763263,0.57805091
SYNGR2,1,0.234213638
RANBP17,0.506279464,0.584321631
LRRC47,0.359600664,0.135948154
PDGFD,1,0.127912743
CERS4,0.990288039,0.448764265
BAP1,0.672581925,0.909279705
C19orf52,0.718331198,0.108019053
MGST2,0.461745623,0.114111308
SUV420H2,0.128785453,0.005851391
WDR34,1,0.613746775
ZNF274,0.560767713,0.02770876
SGK223,1,0.993862899
SNORD15A,0.325287737,0.000154482
KIF26B,0.927713118,0.527713746
ANKRD13C,0.863750919,0.366285405
CCRN4L,0.266438156,0.362339601
FAM64A,0.791440088,0.247696916
ASB8,0.778520973,0.375835654
LMO3,0.766773108,0.562393927
OLFM3,0.846616836,0.04456583
GCN1L1,1,0.136243831
APOOL,0.781689244,0.187044438
TTC13,0.486887317,0.270850623
APPBP2,0.903599246,0.717883418
RBM15,0.777814295,0.176735965
ZNF583,0.95314991,0.022001448
CST3,0.679280994,0.074456336
SPATA2,0.681395676,0.641014842
LONRF2,0.982515346,0.313182532
INAFM2,1,0.395139445
POLK,0.997494554,0.001676421
TSPYL1,0.876176151,0.390732823
CCDC28A,0.858428295,0.523392892
SCD,0.702008984,0.334228942
BIN3,0.718876554,0.799755413
NDUFS3,0.91700341,0.811741909
NBPF12,0.982542284,0.521034393
SNHG15,0.080133476,0.000911236
PPP6C,0.896404446,0.280408893
TOLLIP,0.749437812,0.398454472
CTTN,0.824345101,0.3873364
C11orf73,0.566754308,0.022008983
MRP63,0.428907375,0.046595297
RPL6,0.885569018,0.127616321
CCNG1,1,0.458610464
LEMD3,0.400601889,0.202003712
SEPHS2,0.63557532,0.244714391
PVRL1,0.830476153,0.879072314
ZNF823,0.644331332,0.375579032
CCDC82,0.685413502,0.068822903
ADCY7,1,0.573970638
MSRB1,0.661503187,0.299715562
PMS2P5,0.89216316,0.212336021
ZNF417,0.798378573,0.833538901
TTC30A,0.314200078,1
C19orf47,0.884368001,0.822474848
ABCF3,0.700659953,0.002823994
TUBA4A,0.945918578,0.997726626
BAIAP2-AS1,1,0.171900864
CEP164,1,0.367293344
VAPA,0.607691004,0.400260163
THTPA,0.73470608,0.670044334
PELP1,1,0.812058698
VPS45,1,0.786395006
TRPT1,0.989757555,0.263059969
HRSP12,0.552233022,0.777602824
ZNF777,0.748168341,0.859790381
KIAA1671,0.216093649,0.000211342
WFDC2,0.603911179,0.782953051
UBE2Z,1,0.010014132
RARB,0.778691396,0.501600185
B3GAT2,0.920488043,0.947301517
RBPMS,0.746996364,0.346806301
XPO1,0.93258395,0.664207559
SOCS5,0.773537993,0.383129254
C18orf8,0.642374973,0.278111004
MRPL24,0.718331198,0.930740069
TBL3,0.672581925,0.002476793
MED28,1,0.627051822
IMP3,1,0.182786432
NT5M,0.971955057,0.268378029
PDK2,0.946665587,0.09082301
MAGED4B,0.456200928,0.18268737
GTF3C4,0.833204805,0.438972661
HPS4,0.772678538,1
8-Sep,1,0.587914995
TMEM176B,0.889588322,0.935598044
LINC01003,0.809015957,0.635641226
UBE2L3,1,0.07318341
ZNF263,1,0.846029708
HMGCLL1,0.841460691,0.126789946
NKD1,0.989348725,0.06390352
CHFR,0.886069845,0.510805733
PIN4,0.709687461,0.003535489
ZNF397,0.798435016,0.456456224
PCF11,0.635998409,0.749756666
SLC10A3,1,0.620387039
ATP6V1G1,1,0.012393935
RNF19A,0.775880988,0.304193193
RNF126,0.836564204,0.864471429
ARF6,0.99535751,0.641315739
FAM27B,0.691290646,0.673491141
CHST15,1,0.122889782
RNF216P1,0.797566055,0.969628325
SLC38A2,0.906215413,0.569303211
MRPS11,0.956384958,0.335090104
CLSTN2,0.77263302,0.239729324
CANT1,0.971877745,0.016256363
IQCC,0.75175772,0.040854025
MIER1,0.818668698,0.319637493
BAG1,0.686453473,0.099662535
EXOC3,0.58339933,0.001628524
BCAT2,1,0.340315323
WDR74,0.651941247,0.675614299
VTI1B,0.959802634,0.97782118
GUF1,0.505080599,0.209039924
PCBD1,0.788780859,0.005420379
MTERFD1,1,0.221537947
SNORA7A,0.730826281,0.354749082
FAM189B,0.575602862,0.261122868
FAM58A,0.346563657,0.447658117
FEM1B,0.78124474,0.10204399
AXIN1,0.862007455,0.12052722
CROCCP2,1,0.428486305
ACIN1,0.754869539,1
TBC1D17,1,0.985693579
PPARD,1,0.225402351
EXOC2,0.940095246,0.837381559
TACO1,0.707841216,0.023122133
AP3D1,1,0.75468635
IGSF9,0.830910002,0.157132278
TRIM44,0.805807906,0.018560241
RAB3D,0.697784303,0.24413309
TRNAU1AP,0.620022626,1
AK7,0.97821988,0.635462657
EIF4G2,0.621903035,0.472405454
COMMD2,0.458812846,0.839663905
TBRG4,0.851393501,0.827988558
TNFRSF19,0.748570212,0.757703323
SLC39A1,0.519460249,0.982056704
PMAIP1,0.560013172,0.376341203
XYLT2,0.960164614,0.558459117
CYGB,1,0.323477641
DDIT3,0.971877745,0.007357885
SNX24,1,0.30118741
ARHGAP44,0.891138397,0.193050729
PUM1,0.956384958,0.50206902
RNF25,1,0.15786846
MAML3,0.240576914,0.309360748
SLC9A1,0.570586198,0.038535013
SVIP,0.842709923,0.437561588
ARMCX1,0.81424973,0.886333896
UBA6-AS1,1,0.589065022
SAMHD1,0.631630725,1
CEP112,0.124968485,0.000106495
LOC103021295,1,0.237001949
NCDN,0.794192124,0.774043493
LSM7,0.514208263,0.857990367
C8orf76,0.868247317,0.925525972
SEMA4D,0.482022115,0.041565733
ANKRD52,1,0.655235973
BAHD1,0.256187814,0.001069749
BAK1,1,0.151818275
BBS1,1,0.702189334
C2orf43,0.95713432,0.531542709
ATP5O,0.846886266,0.320898439
ARL5A,0.929747482,0.054540247
PER1,0.754869539,0.084107013
SLC1A4,1,0.755909379
TNFRSF1A,0.578118879,0.146785047
ZKSCAN5,0.125769708,0.074245287
SIAH1,0.781958046,0.426387515
HCFC2,0.94889461,0.577707709
CDC42EP2,0.695845933,0.964375838
DUSP22,0.801025451,0.016126476
STUB1,0.828356785,0.279178794
MFSD5,0.640937129,0.284155041
GNPNAT1,0.73576102,1
PIAS1,0.370674087,0.745646501
PSMB4,0.709499006,0.052071449
ZNF517,1,0.426001934
ZSCAN12,0.004600941,1
B3GAT3,0.785876122,1
ANAPC16,0.690968804,0.691677716
ERGIC1,0.736948665,0.485065918
C16orf72,0.705010675,0.687657907
KIF20A,0.900465302,0.85549457
ZBTB5,1,0.878842316
ST3GAL3,0.910581279,0.290768631
SPATC1L,0.287705176,0.298425538
TMEM161A,1,0.839480754
TMED1,0.748570212,0.256767829
COMMD7,0.825181502,0.802555414
TMEM147,1,0.138288287
HUWE1,0.657983647,0.990866839
GLT8D2,0.651971937,0.342229479
ANKRD36BP1,1,0.190073596
BBS2,0.628225612,0.690997956
TARS2,0.885559537,0.466221168
PPP2R5D,1,0.727999155
HIST2H4A,0.528931221,0.530622988
EEA1,0.875630546,0.678001414
MRPS24,0.322198422,0.015796196
RNMTL1,0.983177504,0.459742012
SNX27,1,0.094262881
TBCEL,0.670111061,0.881870168
MED31,0.690912013,0.722476911
NLE1,0.718876554,1
RHOF,0.412877701,0.255342673
PARP1,0.399326037,0.685679283
PTPRF,0.73576102,0.12953782
MFSD2A,0.580651064,0.12364146
CLN3,0.771626089,0.805463566
KANK1,0.703585366,0.804673845
C10orf88,0.912034337,0.916556349
CBX4,0.869774225,0.965768437
HSD17B10,0.271614428,0.539924067
CHPF2,0.805875347,0.400339518
NUDT16,0.405066507,0.167524785
STK4,0.816146866,0.375836247
UBR7,0.811357426,0.793890108
C1orf50,0.354959169,0.004101599
PHRF1,1,0.89847136
LMAN2L,0.818540236,0.895807865
GMFB,0.851335421,0.17499901
PAPD7,0.894594087,0.79158458
FAM102A,1,0.902512074
MED25,0.212117556,0.955257026
PMS1,0.783967178,0.657414653
FZD6,0.834645885,0.023916585
ECT2,0.533547934,0.237432214
WBP1L,0.539252391,0.879275405
USP54,0.654739812,0.339644594
MAPKAP1,0.590731998,0.137663389
SLC18B1,0.721308085,0.287080841
HIRA,0.732680332,0.004680855
AASDHPPT,0.824274324,0.859032294
RPIA,1,0.502526929
OBSL1,0.57686587,0.592254234
PRDM11,1,0.753016912
RABL2A,0.267291624,0.121810883
SNX30,0.435126883,0.082228603
GBA,0.758124469,0.288938627
TMEM260,0.814128745,0.000497959
PREP,1,0.010809579
TYK2,0.705529022,0.552887842
GNS,1,0.387238488
HIST1H2BC,1,0.88087068
LOC202181,0.639465063,0.12430813
KIF27,0.951175229,0.627249244
C14orf79,0.960019678,0.791892448
HIST1H2BO,0.912755795,0.496580652
PAWR,0.693377266,0.485042131
GBAS,0.899911131,0.931976818
FBXO3,0.659155086,0.03104244
KBTBD2,0.55720839,0.11420788
ABHD14A,1,0.691268143
SNRPA,0.82674393,0.765004904
R3HDM4,0.806825023,0.222983983
C21orf33,0.933237536,0.594018966
GNB1L,0.584658989,0.377572723
FAM208A,0.920488043,0.012478052
PDLIM5,0.862734376,0.062912067
ATXN7L3B,0.698279571,0.739143504
CS,1,0.524287629
GCSHP3,0.733402608,0.863093917
CKAP2L,0.733402608,0.263794431
TRMT112,0.875313749,0.935712961
BNIP3L,0.805601943,0.920671593
ARL13B,0.842008797,1
DOHH,0.78465631,1
CENPBD1P1,1,0.031622417
MAP3K11,1,0.525603343
WDR48,0.983177504,0.389219831
STARD7-AS1,0.863750919,0.673962984
ZNF783,0.69456077,0.987064433
STRBP,0.802103755,0.896979499
DNASE2,1,0.376432389
CCDC3,0.359343051,0.002232442
HTT,0.903452592,0.679281574
DNAJB14,0.732563849,0.015920642
GGPS1,0.404361461,0.147346738
GPN1,0.79841323,0.854855958
RTTN,0.913039824,0.3339365
RABEP1,1,0.909179626
NAGLU,0.452644254,0.105263859
MAL2,0.747577423,0.084140237
RCAN2,0.862298566,0.413295611
BLOC1S4,0.736948665,0.812106239
CACTIN,0.838769114,0.142417809
ZSCAN29,0.861077062,0.600245617
HIST1H2AJ,0.586212808,0.778110252
DZIP3,0.651468036,0.185492876
PDLIM7,0.645360374,0.420311679
REPS1,1.44E-06,0.079677454
DAB1,0.783809882,0.428424837
VCPIP1,0.748876614,0.873676725
LTBP1,0.771905111,0.125324601
A1BG-AS1,0.728374619,0.776498168
BCL7B,0.653051418,0.875927474
GAK,0.852017691,0.970770551
VRK3,0.786632746,0.005347421
PSMA7,0.005657138,0.877190182
WDR26,1,0.308882805
TTC21B,0.007598048,0.019151201
CCDC181,0.743518147,0.508904006
DCLRE1B,0.736179022,0.673224766
JMJD8,0.9677338,0.129966423
NUDT21,0.997494554,0.078429924
BTD,1,0.200856554
H2AFY,0.464075984,0.918727806
GABPA,1,0.23727352
TATDN2,0.584480603,0.366422019
KDM1A,0.759598739,0.46864712
TRPM7,0.490052141,0.038767034
NSMCE4A,0.498863628,0.892610796
ELOF1,0.532733378,0.099455566
ATG12,0.867966115,0.862852848
PTGES2,0.395921765,0.065973186
HIST1H4A,1,0.235948338
CDK5,0.862737969,0.258443719
MCAT,1,0.738298283
DCAF5,0.593031801,0.313751748
C5orf42,0.73777471,0.57495311
RNF19B,1,0.381949178
LRP10,0.653380643,0.187987179
PCBP1,1,0.715611065
HSD17B4,1,0.478642691
CREB1,0.798956486,0.463805526
ZNF100,0.854374341,0.315579007
RHEB,0.787230634,0.367747149
DHX38,1,0.863198786
TRIM59,0.672879118,0.837551696
,0.933261815,0.100135519
,0.873390522,0.610539235
,0.876599725,0.54333463
,0.192349272,0.012044767
,0.577945924,0.203133376
,0.49363092,0.409361552
,1,0.872902063
,0.473314237,0.699988327
,0.911576166,1
,1,0.448002857
,0.625194542,0.987490194
,0.665742138,0.018016641
,0.758979106,0.781205262
,1,0.799953394
,0.816162842,0.758669372
,0.930898966,0.386526234
,1,0.627136419
,1,0.172467838
,1,0.023979251
,0.249935282,0.068163233
,1,0.812601861
,0.836564204,0.632559768
,0.69456077,0.449670295
,0.838807341,0.787325039
,0.646527252,0.84007264
,0.805980081,0.279774647
,0.863867315,0.459602912
,1,0.609115462
,0.651215918,0.742946657
,0.475131036,0.700368437
,1,0.762204261
,0.738622844,0.960841677
,0.95713432,0.776942743
,0.005143114,0.139282233
,0.687449968,0.051458327
,1,0.430829097
,0.360171582,0.000839644
,0.452644254,0.41564184
,0.790233509,0.085392167
,0.584832817,0.21645078
,1,0.825625795
,0.710013839,0.135429575
,1,0.5420352
,0.690921516,0.276638972
,0.378931776,0.037116099
,0.502509726,0.218465062
,0.704558278,0.007373552
,1,0.249159652
,1,0.438209619
,1,0.957321257
,0.475928747,0.988625476
,0.782764035,0.509663793
,0.285276237,0.000375909
,0.439925619,0.409977966
,0.718876554,0.060739497
,1,0.289379033
,0.607691004,0.200814241
,0.880319885,0.769408305
,0.361775105,0.02610128
,0.354640959,0.443536038
,0.694162469,0.779179054
,0.759505117,0.482447861
,0.914148085,0.769833528
,0.808224987,0.960405984
,0.614321183,0.373938297
,0.755389823,0.015243108
,0.396706162,0.033515013
,0.807665937,0.339969428
,0.869774225,0.611111187
,0.475928747,0.797239303
,1,0.065799591
,0.578118879,0.004346479
,0.828587769,1
,0.924574113,0.943090737
,0.391170949,0.379810855
,0.940619387,0.61063435
,0.662100139,0.726278044
,0.668385947,0.949771802
,1,0.43620441
,0.958457341,0.932622296
,1,0.16990305
,0.442619787,0.130286624
,1,0.059611046
,1,0.894754512
,0.685576176,0.301629195
,0.502534651,0.003866971
,1,0.195233319
,0.986597199,0.029812553
,0.854908078,0.575251813
,0.889699145,0.011497066
,1,0.278979186
,0.728264435,0.750193653
,0.191660543,0.000709406
,0.997494554,0.134182099
,0.9677338,0.801730379
,0.75920225,0.452578158
,0.813159509,0.231366797
,0.394091049,0.42453581
,1,0.123637447
,0.748570212,0.005726273
,1,0.342502881
,0.899719396,0.942898154
,0.893361922,0.319550625
,0.813159509,0.266769691
,1,0.1756808
,1,0.456772549
,0.606007774,0.574028633
,1,0.365491132
,1,0.772766588
,1,0.603066017
,0.968757688,0.972756755
,0.841304518,0.731055979
,0.881476551,0.23439387
,1,0.019225995
,1,0.570804904
,0.844307808,0.468705429
,0.06216363,0.784538219
,0.622433503,0.625834889
,1,0.508280453
,1,0.324265392
,0.479729822,0.006203288
,1,0.328455199
,0.828451829,0.903381139
,1,0.727029224
,0.970877233,0.066382502
,0.395043561,0.807480928
,0.691290646,0.346842408
,1,0.75252853
,0.630450607,0.414325805
,0.525306854,0.594567088
,0.753357783,0.00130698
,1,0.35801881
,1,0.70327593
,0.983528881,0.046698703
,0.800490731,0.619292124
,0.758631075,0.893500722
,0.91700341,0.129720727
,1,0.948473666
,0.645360374,0.561996692
,1,0.855328861
,1,0.860448527
,1,0.211716937
,0.420010813,0.578480876
,0.543171406,0.310779346
,0.997494554,1
,0.945918578,1
,0.649786371,0.473352481
,0.947229527,0.42635361
,0.786632746,0.89575695
,1,0.738765207
,1,0.006418202
,0.856559108,0.962880011
,0.980645307,0.957447311
,0.94889461,0.711153332
,1,0.714145369
,0.713573349,0.042024508
,0.74213482,0.444003362
,0.74583475,0.402263757
,1,0.275854782
,1,0.752488811
,0.381261713,0.719984957
,1,0.596882855
,0.690797734,0.420226221
,0.630053099,0.016006031
,0.819033454,0.529189685
,1,0.962017698
,0.502990328,0.713026978
,0.628608745,0.00725867
,0.506429746,0.255167182
,1,0.349971804
,0.736948665,0.076963651
,0.807665937,0.135355313
,0.866182675,0.049889871
,0.829015007,0.080154799
,0.811890455,0.292394922
,1,1
,1,0.674584914
,1,0.21674702
,0.814081092,0.304118933
,0.785876122,0.845660609
,0.810774285,0.946824323
,0.964878638,0.488875234
,0.841460691,0.185506947
,1,0.610522805
,0.663823395,0.680795148
,0.85784908,0.396100655
,0.462796877,0.450515409
,0.863867315,0.749154026
,1,0.379738743
,0.67134436,0.064217703
,1,0.950989897
,0.880955009,0.127462092
,0.921978314,0.254139204
,0.77263302,0.58890087
,0.95314991,0.787586591
,0.9677338,0.599916692
,0.214188527,0.002361922
,0.861306253,0.878001684
,0.903298131,0.560438682
,0.780636501,0.670294938
,0.530009681,0.00045822
,0.807665937,0.765502569
,0.782676549,0.806288549
,0.557471972,0.147912517
,0.636417843,0.002900341
,0.878235785,0.519638457
,1,0.840794973
,0.553448501,0.843763248
,0.875630546,0.688608265
,0.462188061,0.214054504
,0.670670361,0.172294729
,0.711966128,0.776921437
,0.382181757,0.296452181
,0.508601585,0.734758588
,0.74213482,0.453932798
,0.495755992,0.512854618
,0.66825709,0.85568841
,0.827907176,0.49179842
,0.911576166,0.32381234
,0.183573652,0.045830753
,1,0.311161402
,0.374801679,0.559499719
,0.537623765,0.915260095
,0.718874415,0.355061751
,0.977793315,0.795566542
,0.77263302,0.081682561
,1,0.70771252
,0.606757435,0.110514149
,0.37834955,0.021904131
,1,0.99787479
,1,0.466337355
,0.998156679,0.252081806
,0.978774098,1
,1,0.4110305
,0.911790969,0.041593054
,0.878397958,0.361773358
,0.573211591,0.666483667
,1,0.343614347
,0.77967892,0.124908818
,0.55690177,0.680784947
,1,0.402497767
,0.953763472,0.540864962
,0.429249077,0.400343885
,0.596379115,0.769732756
,0.518060665,0.632914483
,0.687114129,0.186805946
,0.240004994,0.895623476
,0.966755601,0.871911103
,0.867924381,0.334750317
,0.773124175,0.566955937
,0.550884542,0.261128772
,0.620824116,0.106389349
,0.573211591,0.847766859
,0.754109602,0.144085675
,0.675904781,0.529335821
,0.635201925,0.676191382
,0.748876614,0.765095276
,0.940619387,0.520084043
,0.475223318,0.388828992
,0.516540178,0.709087334
,0.000152572,0.483746514
,0.34007106,0.026046024
,0.917852941,0.04021703
,0.858817027,0.860473668
,0.627100688,0.062279873
,0.627965332,0.407090146
,0.480079571,0.880859729
,0.020922617,6.10E-06
,0.659282504,0.342480648
,0.723513987,0.540263294
,0.995233979,0.128293704
,0.779858992,0.390509584
,0.914148085,0.105945366
,0.659772414,0.76215393
,0.463723992,0.085486114
,0.873390522,0.683475588
,0.73576102,0.829526539
,0.952093058,0.581383931
,0.960865899,0.30298114
,0.853626847,0.636544162
,0.524530152,0.193281875
,0.637545721,0.803219677
,0.809787669,0.554886878
,0.602133068,0.383382783
,1,0.715381431
,0.517445882,0.01464842
,0.520744371,0.669765365
,0.373125934,0.758961007
,1,0.240453151
,0.937214836,0.280652012
,0.858911479,0.689193218
,0.640041687,0.364216744
,0.730269324,0.608805288
,0.098999347,0.021253015
,0.02221274,0.000135175
,0.52940833,0.979701238
,0.857456202,0.992009116
,0.626505974,0.189234515
,0.375025666,0.801216258
,0.002122405,0.729982345
,0.617786047,0.766711626
,0.096452086,1.52E-06
,0.277627329,4.72E-05
,0.908506859,0.139005048
,0.912353524,0.552950622
,0.864609757,0.385980374
,0.73470608,0.860716464
,0.854149296,0.486306968
,1,0.226216967
,0.698710098,0.365936431
,0.883182246,0.284679655
,1,0.673187206
,0.871475575,0.870063797
,0.887311426,0.047794458
,0.940619387,0.256773896
,0.839895922,0.149997905
,0.602948027,0.449003293
,0.701575631,0.732482691
,0.841503563,0.324871916
,0.61461085,0.151874141
,0.906017493,0.628136094
,0.825071364,0.19020207
,0.372769183,0.982364301
,0.099235319,0.971311713
,0.577873395,0.019993278
,0.50537971,0.196642686
,0.810526784,0.108601927
,0.881476345,0.013405545
,0.550755471,0.690297021
,0.909144117,0.309734995
,0.000504347,0.00014378
,0.757617584,0.665287779
,0.737528497,0.016046203
,0.992583282,0.546199056
,0.999568624,0.621761683
,0.6608783,0.723227015
,0.920344652,0.093413517
,0.704558278,0.844564198
,0.729098334,0.557633303
,0.865206802,0.123935425
,0.212587283,0.220544512
,0.406685002,0.26561467
,1.92E-05,0.562912403
,0.710202706,0.885609988
,0.909820634,1
,0.628608745,0.754730614
,0.884368001,0.353192355
,0.001464765,0.015907535
,0.877420822,1
,0.437716104,0.012160949
,0.715962067,0.05792282
,0.67349874,0.491679944
,0.620106291,0.927383005
,0.861798833,0.202666511
,0.793397503,0.754308053
,1,0.213443225
