Short Gene name,p_value
MOV10,0.774878843
SNX10,0.648320169
NEDD9,1
WDR19,0.956918874
GRM8,0.923375764
C12orf29,0.613124463
VTI1A,0.922449531
SCYL1,0.793800059
YAF2,0.035234917
ARPC5,0.728656803
CALM2,0.741953596
NDFIP1,0.000493471
ASF1B,0.974164875
HEXB,5.60E-05
AMER1,0.588146893
NDUFA8,0.3620264
MTO1,0.393222076
MPV17L2,0.554759204
TMX1,0.221949538
8-Mar,0.975073616
TMEM179B,0.461188615
KIF26A,0.413050953
KLHL2,0.315173058
KIAA0355,0.087823054
TMEM55B,0.838032816
PKM,0.926308879
BOLA1,0.017733732
GALT,0.311335665
SNAPIN,0.018765276
MPND,0.873942682
LMBR1,0.949863768
SPRY1,0.247585744
ZNF629,0.806961081
OIP5,0.255442187
MKS1,0.562827166
SMAD6,0.927226254
CD83,0.107271705
PNN,0.678281771
PTBP1,0.089115027
ZNF713,0.927226254
SEMA4F,1
TMBIM4,0.092490854
RASL11B,0.858158055
COMMD6,0.007730537
DCAF8,0.083470475
NDOR1,4.86E-23
RP9P,0.824175129
PARVA,0.264660031
2-Mar,0.017756628
POMT2,0.6283892
NCAPG,0.55632013
POLG,0.066539264
FBN1,0.001203628
ARSB,0.865848327
SIDT2,0.010561662
STYX,1
SHPRH,0.474986208
AURKB,0.741222609
RAB11FIP1,0.361631334
IGSF21,0.8757652
ATP5L,0.346377852
HIVEP1,0.63586312
TBL1XR1,0.224941407
SORT1,1
PPP2CB,0.684039053
LSAMP,0.612949601
TEX261,0.585699184
FABP3,0.915439093
SYDE1,0.012142799
IGDCC4,0.395179052
FTSJ1,0.967539395
DUS2,0.317835818
ACTR1B,0.461766574
RAB38,0.966380471
SNORD15B,0.092294626
GOLGA8B,0.16830154
POLR2D,0.343357124
SNAPC4,0.095247121
NSFL1C,0.311555045
PLXNB2,0.244679442
BBS9,0.495987404
AHCYL2,0.774033458
HSF2,0.4953915
NOB1,0.000299567
7-Mar,0.603908187
MAP4K5,0.004648477
IMPA2,0.137700454
CYP51A1,0.57022373
SLC25A16,6.03E-05
RSBN1L,0.519420284
PEX14,0.610029798
LOC647859,0.466090739
GPS1,0.889626801
ZNF749,0.677603256
ARFRP1,0.653458004
EEF2,0.308925211
SURF6,0.382656283
COA4,0.791001683
CAPNS1,0.684046065
PGAP3,0.027116873
HSBP1L1,0.042158007
C5orf24,0.524486455
ZBTB40,0.443055331
PTPLA,0.652809916
LRRC6,1
ECHS1,0.204049296
OCEL1,0.908667461
BUB1B,0.825388101
CCDC85C,0.389235098
CORO1C,0.912720805
C1orf131,0.926080247
ACSF3,0.294351182
FAM96A,0.316059846
NDUFB5,0.901579535
HIVEP2,0.767275395
PHB,0.136653871
FAM8A1,0.624577808
UNC5A,0.88005793
UPF3B,0.609933707
MOSPD3,0.049718792
KIF13A,0.720051669
WASF1,0.942935787
ECI2,0.748168686
CEBPG,1
NECAP2,0.655315966
GLUD1,0.256515394
TMEM163,1
DYRK3,0.097230391
TBC1D2B,0.877893758
LIN7B,0.781682635
UNC93B1,0.146192426
FAM160B2,0.856201909
PPP3CC,0.652809916
SDC2,0.888822794
MRPL46,0.51540907
PTPN4,0.944822411
TTC38,1
PPCS,0.057257653
MPHOSPH8,0.921736935
NDUFAF4,0.002076425
CCSAP,0.916205376
KIAA1244,0.634229869
C2orf76,0.433537909
ZNF669,0.925864801
CMC4,0.312402411
LPPR2,0.635350383
TMEM261,0.714444198
MRPS15,0.138992308
SPIRE2,0.85202642
HAUS5,2.28E-08
NDUFB10,0.754850747
IVD,0.127292422
RPUSD1,0.546485694
GPATCH11,0.313131685
WRAP73,0.155893887
MARK4,0.26403091
TOM1,0.266202768
PTOV1-AS1,4.18E-06
ATP5G2,0.514591025
NUDT16L1,0.158287889
STIM2,0.009786302
ACVR2A,0.821853636
RAB35,0.967074326
QPRT,1.89E-10
TWSG1,0.06600536
GSK3B,0.813405907
OXA1L,0.183914802
TEAD1,0.677128799
ZNF496,0.959002482
YAP1,0.804649042
ACP6,0.062055059
LOXL2,0.900837571
ACTB,0.663017974
SPIRE1,0.771618743
RPRD2,0.770784635
THAP9,0.693732872
SOS2,0.738853283
RAB10,0.687048678
TROVE2,0.995146935
NDC1,0.144906765
ZNF76,0.487435003
SAP130,5.35E-05
AGPAT3,0.933245874
TIMM44,0.381671269
DPH7,0.997090805
PITRM1,0.97747819
EMC9,0.840803842
SEPHS1,0.805612652
ERRFI1,1
TARS,0.929216282
SPIN1,0.313366555
EGLN1,0.067942223
HEATR5B,0.832282303
HIST1H3G,0.133784831
FOXP4,0.420568244
FARP1,0.426527696
IL13RA1,0.946360467
LOC100506990,0.881313941
LOC158960,0.63029253
PTH1R,0.531573602
CES2,0.048452491
TMCO3,0.711834277
RDH14,0.422062181
LRRC4,1.19E-05
SPATA17,0.623440106
SNAP47,0.917853417
NOC2L,0.95030073
AMFR,0.11567983
UBE2G1,0.759873122
SLC4A10,0.275560842
CKS2,0.017636747
CHMP2A,0.409632233
KLHL29,0.82297071
OGDH,1
NRSN2,0.941866433
C1orf226,0.477232265
HMOX2,0.589223243
PFN2,0.744792659
MFSD9,0.760467797
FAM3C,0.934317339
ZNF644,0.884336596
RNF138,0.593876178
CRIM1,0.445579621
ARL4D,0.492766213
NACC1,0.449456365
AFF3,0.973477364
ATP5I,0.542585767
SESN3,0.530049663
MTX1,0.712612251
TRMT1,0.99734011
FAM188B,0.363386201
NEU3,0.340396774
CPNE2,0.504786959
VPS36,1
RPL23AP7,8.91E-05
TET2,1.37E-08
PLCH1,0.627686985
ACSL3,0.133382633
SAMD5,0.498297619
SMDT1,0.446266602
PPIL1,0.752581769
BCAS4,0.747523878
CMTM7,0.741233263
SENP6,0.932490063
UBE2D2,0.549530578
LOC100507291,0.8455766
NINJ1,0.981688371
RXRA,0.982626662
ZDHHC12,0.685162305
LRRC27,0.249458151
ZNF853,0.736622618
CALM1,0.489868525
VGLL4,0.877867232
HDAC11,0.210239189
RAB4A,1
PHF5A,0.98486112
AMZ2P1,0.00191606
NDUFA11,0.53915717
MICU1,0.514896721
OSGEPL1,0.920967911
STC1,0.443367356
PEX16,1
PRKCA,3.46E-06
BRINP2,0.040278641
PLXNB1,0.081733259
ARHGEF12,0.120820438
DTNB,0.95094744
BRD4,0.925566717
RRP8,0.316059846
MOB2,0.301865286
CNOT7,0.882997261
UBL4A,0.102143547
NEUROG1,0.00568605
NFKB2,0.835310272
CYSTM1,0.559946088
TBC1D20,0.533821115
GPC6,0.404581065
MED16,0.136531653
BCAR3,0.636973293
KIAA1279,0.390483834
UBE2Q1,0.417344482
C5orf15,0.500356671
INTS8,0.861593511
ARL5B,0.238171535
FLRT2,0.544478506
COX8A,0.598144772
MYL12A,0.158648213
ERI3,0.747301307
ARMC6,0.542474752
PPIE,1
ADCK1,0.323127154
DGCR8,0.741666733
MBTPS2,0.986174499
ELK4,0.753907276
PAN2,0.4843356
SLC7A6,0.939582999
FBXO33,0.157583194
RNPC3,0.032895598
WDYHV1,0.615857017
JOSD1,0.965541022
TMEM161B,0.910802043
AGO3,0.756488531
BRD9,0.781268599
STK40,0.075140237
PMVK,0.702139592
NEO1,0.287731375
ADAMTS15,1
SHC3,0.271722319
TANC1,0.107692386
KIAA0232,0.265520344
GKAP1,0.781565103
PRKCI,0.712384222
GLCCI1,0.336293623
PPP1R3B,0.904048167
NEK2,0.095364621
MAFB,0.837898327
USP7,0.507747264
LSM1,0.56942704
AP5S1,0.67170099
LRRC55,0.965143891
ZFC3H1,0.978673135
TRRAP,4.52E-60
BBIP1,0.080065794
SLC8A2,0.522182511
AP2S1,0.694371126
HIST4H4,0.487206852
XAB2,0.646727419
ANKS1A,0.682393941
ATAD1,0.615530449
MRPL49,0.00542106
TRIB1,0.935776936
CAMK1D,0.597182162
TSNARE1,0.795350289
NUF2,0.370582358
ZNF212,0.138279049
PANX1,0.037640804
CSTF2T,0.182001694
LRIG2,0.723954686
TRAM2,0.947289618
LIMK2,0.916711115
VDAC2,1
PTPN18,0.786441274
AFAP1L2,0.379179574
COA7,0.725316488
FOXO1,0.732874475
ILF3-AS1,0.590711818
SNX25,0.978902778
GCSH,0.760665319
LOC100505761,0.054648177
SLC1A1,0.398734185
PI4KA,0.372044606
TSC22D2,0.516128344
HBEGF,0.710830659
TRAPPC10,0.704240553
SLAIN2,0.970372404
NEBL,0.652437792
SNHG11,0.950997555
TMEM120A,0.742388759
RALGPS2,1
AP3S1,0.771683961
PGAM5,0.009915518
MRPS5,0.548764955
FAHD2B,6.96E-07
HOMER1,0.463542091
DFFA,0.228277013
TMTC4,1
NRTN,0.699306442
MCOLN1,1
ZRANB2,0.762836103
ATP11B,6.34E-06
SMIM11,0.000117376
CDC25A,1
CTSA,0.591256248
MRI1,0.687903905
MRPL20,0.762762259
ENO1,0.000135288
ACAT1,0.501143162
MBNL2,0.649023441
RANBP3,0.433713212
UTP14A,0.309865264
PRRT4,0.936788565
ALDH5A1,0.652639614
RNF219,0.202728241
FRAS1,0.520752225
NRIP1,0.480302071
UBQLN1,0.359962728
MAP2K6,0.886814939
SLC22A23,0.508337786
HNRNPAB,0.552398763
PDGFRA,0.224407119
SCAPER,0.240075385
CACHD1,1
PXDN,0.523893779
DDX17,0.000409871
FBXO21,0.313598652
PDCL,0.219321698
EPDR1,1
B3GALNT2,0.824195416
NYNRIN,0.527802798
PNKD,0.351925305
WDR5B,0.869097634
C2orf42,0.841796458
TIMM13,0.097434959
EPOR,1
DYNLT1,0.519420284
CSGALNACT2,0.506752854
SRP9,0.589955689
CRYL1,0.867687093
TRPC4AP,1
RECK,0.90079744
RNF170,0.004773305
CLIP1,0.977780773
AGFG1,0.832641944
YIF1B,0.273654588
RAB14,0.012975368
CDK5RAP2,0.008626928
NUBPL,1.89E-05
RALA,0.527383076
SIRT1,1
ZNF675,0.675872515
MED7,0.561931587
GPR180,1
TMEM230,0.288429189
HIST1H3B,0.742209356
HIST1H1B,1.87E-32
ARGLU1,0.68289208
MIS12,0.909926938
UQCR10,0.760403982
MTG1,0.626461701
UBR5,0.000258348
TSC1,0.183540783
RPS13,0.901684405
C12orf43,0.687070103
THAP7,0.878588722
NDUFB7,0.920471259
CEP120,0.716437538
ADAR,0.484629123
PPP2R3A,0.883480811
ZNF282,1
MIR210HG,0.684914875
S100A13,0.059147258
ATG2B,0.506534665
CNDP2,0.967363342
SREK1IP1,0.699311576
CAAP1,0.584509217
ATP2A2,0.431005296
COA5,0.006130113
MFGE8,0.221891271
ZNF771,0.000518737
CHD9,0.109764493
GTPBP8,0.465111526
ZNF70,0.720359728
YEATS4,0.812987868
WDR5,0.227475101
HMGCL,1
ANKRD46,0.741953596
CERCAM,0.453573261
TRIM52,0.524486455
NME7,0.763444756
MIPEP,0.22492027
ZNF222,0.21036641
TTC31,0.698354371
CBFB,0.554157325
MAP2K4,0.923574348
TNKS,0.742815903
ZNF518A,0.644018346
WDFY2,0.038694661
SCCPDH,0.762656293
PFDN1,0.714638233
TLK2,6.80E-59
SYNJ2BP,0.429603555
CCDC115,0.136287069
HUNK,0.337686284
MNT,0.758352313
SEMA4C,0.778974673
SERINC3,0.658319905
NDUFB2,0.365638786
DPY19L1,0.56401689
FREM2,0.7009624
MBD6,0.023661783
WDR13,0.738954988
ARL6IP6,0.815361044
SNORA23,0.515687928
LINC00467,0.899619228
CCDC34,1
FTL,0.503254374
AKR7A2,0.391255518
LGALS1,0.832092058
MAP1LC3C,0.487103383
NGFRAP1,0.53980257
PLK1,0.413346583
RAB3GAP2,0.122663489
TOB2,0.687444485
PLD3,0.366609916
RNF10,0.503686991
L3MBTL2,0.882881602
NPTN,0.655390756
RRP12,0.035051821
ADAM15,0.6691357
BTG1,0.973397141
RECQL5,0.700217318
DNAJC14,0.357400848
DNAJC21,0.335711333
DHRS1,1
VEGFA,0.355615953
ZBED5,0.108041657
ZNF511,0.940708181
H2AFX,0.707778208
MRPL52,0.568931959
SAC3D1,1
PPP6R2,0.000549531
ZNF335,0.830747617
EFNA5,0.736818551
TACC1,0.762472399
GDAP1,0.10780255
CRELD1,0.345813577
PPP1CC,0.722522452
ATP5D,1
ERAP1,0.951494466
ITGA3,0.228063304
RHOBTB3,0.509057627
MOCS3,0.883354591
WEE1,0.285255128
ZNF329,0.39101132
CCNJ,0.869185855
AP2A1,0.210957462
HOXB7,1
DDX28,0.665270918
AZI2,2.67E-07
GUSBP4,0.940235624
ZNF607,1
ZBTB34,0.698841471
MAGEL2,1
ZRANB1,0.847858346
WIPF2,0.460530468
DHRS7B,0.582850703
ZNF354B,0.719729052
PTPRU,0.832641944
LRRC41,0.148864381
ITFG1,0.186604572
EVA1B,1.40E-16
IER5,0.420613768
THYN1,0.964501937
ABCG1,0.445656313
ANKH,0.972827816
OSCP1,0.659290812
HNRNPLL,1
SCUBE3,0.490512619
PHYHIP,0.903779368
PI4K2A,0.948524735
C11orf80,0.482143074
USP9X,0.748064771
AAGAB,0.536716905
KCTD5,0.755182796
JMJD4,0.491912018
TRMT2A,0.491912018
HIBADH,0.906664716
SENP7,0.676238732
NME3,0.408650465
FBXW4,0.967399035
MDK,0.623803358
SNCAIP,0.940871799
RAVER1,0.838425257
FBXL17,0.990826316
PTPRD,0.806077051
TRH,1
PSMG4,0.35548907
ABCB8,0.817859221
LPHN3,0.372242371
GEMIN5,0.374044808
SNX12,0.529729084
KIAA0100,0.021158416
ABHD2,0.663999541
C15orf61,0.945836619
TCIRG1,0.875678441
CHCHD4,0.525587698
SAYSD1,0.01944905
NUPR1,0.864376753
C12orf10,0.790277917
COX7B,0.270711685
TOPORS,0.309678036
EPM2AIP1,0.128420084
AGGF1,0.840208488
RABGEF1,0.837975647
DYNC2H1,0.30018324
GALNS,0.623378477
RBM42,0.896286623
OGFOD3,0.735320297
ATRN,0.68660183
AVEN,0.090264267
FAM104A,0.828413318
GALNT16,0.786003688
MRPL44,0.814510294
TCOF1,0.608974559
SCRIB,0.966320238
CLMN,0.390177813
NECAP1,1
AIG1,0.324410391
PYGL,0.476266744
DUSP3,0.794078821
SLC35B4,0.543843291
BRF1,0.706375247
ALDH6A1,1
KIAA0195,0.149129186
FZD9,0.657773153
COMTD1,0.650414562
SESN1,0.286252031
R3HCC1,0.754130824
TPRKB,1
GATAD2A,0.445244474
TMEM234,0.891561521
PRKAR2A,0.222051022
HEXA,0.596249528
AKAP2,0.728988932
TECR,0.8853096
FAM174A,0.914265157
TP53TG1,1
ZC3H18,0.702401378
GLS,0.03091315
CHERP,0.509613358
ARID3A,0.814359864
CACYBP,0.111202061
RAD54L2,0.627283358
ABI2,0.779790445
YTHDC2,0.187125998
SH3BP1,0.078527417
PDLIM3,0.637989894
CDKN3,2.51E-21
B3GNT9,0.82845196
ARFIP1,0.027201265
ZNF514,0.688945254
MCPH1,0.650102962
TOB1,0.985381966
MORF4L1,0.697608535
PXN-AS1,0.11670288
SNRPN,0.178028208
ZNF292,0.880778352
TADA3,0.637522909
CTGF,0.698950978
CDR2L,0.504178833
EXOSC3,0.419514838
GCDH,0.889256321
TMEM222,0.81853145
TMEM57,0.291421493
APOO,0.897855825
STX12,0.374545351
KCTD20,0.635887159
TNFAIP8,0.299899419
ASAH1,0.661045374
DUSP14,0.287365526
ZNF436,0.603934134
CLIP4,1
NIN,0.635423551
SCRN1,0.397729798
ATP13A1,0.149823527
RHBDF1,0.893603427
POP7,0.501277434
STAM,0.314618794
ADAM12,0.596866866
SNX11,0.274964737
PRTFDC1,0.70081013
NSMAF,0.345250508
BCL7C,0.295237797
SMC1A,0.937664639
DPH3,0.065365226
GTF3A,0.92976151
CCDC107,0.437301611
CUL3,0.28710366
ALG12,0.07966233
PTPRA,0.638184059
RAD23B,0.128196296
WDR18,0.396163421
PYCR2,0.766856267
KHDRBS1,0.755700489
KLHL8,0.643010884
PRR11,0.293796679
CPD,0.835380787
PCSK7,0.497723662
ZXDB,0.644474104
FKBP1A,0.267327184
ZNF521,0.869775006
TNPO3,0.195310835
BRAF,0.870472812
DCTN5,0.904032435
TAF11,0.708004014
TRAF3IP2-AS1,0.70778849
MLF1,0.211853719
INSIG2,0.318658046
DNAJC17,0.492177368
CMAS,0.66468249
B9D1,1
FASTK,1
TMEM158,0.088047429
LOC440354,0.733372508
GTF2E2,0.704811779
SRGAP2C,0.268039552
LOC100506548,1
ARHGAP42,0.210593601
STK24,0.869230426
TM2D1,1.86E-06
MGEA5,0.688466823
TMLHE,0.153123054
VCL,0.413050953
PTTG1IP,0.883742773
THOC5,0.243827717
QRSL1,1
PRKD2,0.920144755
UBXN1,1
FBXO36,0.002791943
GGH,0.978118776
TMEM200A,0.12271024
ARIH1,0.676752584
SNAP29,0.210254038
PM20D2,0.169073361
NOA1,0.714451425
KRBA2,0.454553592
ZNF655,0.008094653
EFNB3,0.767269027
ROR2,0.637103665
MLLT3,0.195114975
PRKAR1A,0.327747771
SPNS1,0.030870947
WDR12,1
SLC26A11,0.75168012
B3GALNT1,0.989479178
PIGT,0.713874533
BACH1,0.352884501
SCAF1,0.865576983
PLEKHA3,8.45E-17
FAM175A,0.593682445
CRISPLD1,0.975417381
FAM203A,0.095166739
RAD51AP1,0.008752775
UBE2C,0.134953789
HNRNPA3,0.116310101
KAT2B,0.776675112
ZFAND6,0.954815939
CYCS,0.722429043
MTFR1L,0.86147524
RARA,0.915410313
FGFR3,0.336009832
C2orf68,0.795798298
C1orf122,0.499609657
DMXL2,0.150057024
RPPH1,0.527482627
UBR2,0.962248133
RAPGEF2,0.678935152
TRIP6,0.010048022
KIF3B,0.92426559
OGFR,0.612229401
MRPL38,0.996528867
BRD8,0.677551075
ALAS1,0.131121398
NKIRAS2,3.04E-82
TTC9C,0.741739859
UGCG,0.864879069
PFKFB3,0.852801672
TRNT1,0.600585057
PRIM1,0.981512976
NLN,0.632342492
ATRX,0.701305925
SNORD116-3,0.823856095
ZNF724P,0.979919856
METTL5,0.083840322
DCC,0.242094839
MED23,0.154861797
STRN4,0.09772384
CENPB,0.456306471
PBK,0.501559504
UNC45A,0.216624401
TTC28-AS1,0.199856587
SLC25A5,1
SLC25A22,0.756699786
NUAK2,0.660375785
STARD10,1
C5orf45,0.289570488
ZDHHC3,0.397817937
SLC39A3,0.774437776
KIAA0907,0.576575888
ACTR3B,0.058221771
MSN,0.909933515
RND3,0.83271545
VPS25,0.99796695
ZDHHC20,0.115675821
MLLT10,0.057020484
ATP6V0D1,0.624580245
PRODH,0.022971166
MRPL10,0.889149689
LOC100288069,0.211252913
NDUFAF7,0.494947922
MKRN1,0.88005793
ITPK1,0.514538801
TXN2,0.711097327
POLE,0.190203594
PSIMCT-1,0.667739086
TRAPPC4,0.979862382
LMBRD1,0.996783853
UBR3,0.887131494
ADPRM,0.854515459
ALPL,0.156027133
LOC440434,0.603008152
FER,0.90280413
LUZP1,0.533583939
RANBP10,0.434479248
TTC26,0.814974953
WWC2,0.654470512
NAA50,0.655221957
NDN,0.726022188
ANO6,0.927845113
GRIP1,0.790859075
USP16,0.505721467
TMEM117,0.911205045
CYB5R3,0.961254325
STARD7,0.911737788
NSUN7,0.327729142
PRADC1,0.539636174
PPIL3,0.909373753
KHDRBS3,0.077137765
HIST1H2AB,0.748185071
PFKP,0.884732388
TCN2,0.485232944
TTI2,1
FUT10,0.611977247
MSH2,0.651960436
MUL1,0.567196763
WDR73,0.683738747
ICT1,0.820306997
NGLY1,0.69217569
ERP29,1
HPS1,0.810062367
PEAK1,0.173326599
TNKS1BP1,1
PLA2G12A,0.282841221
RPL22L1,0.641572559
C1orf43,0.661785192
SNORD33,0.251175979
POM121C,0.761014154
MKKS,0.730278362
HNRNPUL2,0.430935307
POLR3GL,1
C8orf37,0.462423275
ZNF785,0.539259543
LINC00294,0.148525674
FAM101B,0.179075088
CDCA8,0.543689955
CDKN2AIP,0.865088147
ULK2,0.406893666
NCKAP5,0.997467998
NKTR,0.926790263
RAB22A,0.791156884
CD2AP,0.736666277
C3,0.615482291
PAGR1,0.427291258
ELP4,0.980260032
GPC1,0.033133973
CDH11,0.786369505
PHF13,0.791681231
TXNL1,0.446241428
DFNB31,0.04263686
MTMR11,0.004846429
CXorf38,0.033073113
DAPK1,0.109264336
DNASE1,1
NSDHL,0.273798786
NAB2,0.250896874
DLC1,0.907569699
PCCB,0.194254852
SPATS2,0.856451555
ARSK,0.697905533
NPIPA8,0.043451494
ICMT,0.525020179
TBCD,0.598770162
SPCS3,1
CBX8,0.818548695
KLHL9,0.776554214
SRP19,0.0002538
BUB1,0.786032494
TRAPPC9,0.90272253
MCC,0.531687216
NDUFS5,0.181018451
B4GALT6,1
RPA2,1
FAM178A,0.454502585
RPS19,0.32589935
PEX10,0.569340128
FANK1,0.993892154
PPIC,0.249567601
SIRT6,0.75717549
KEAP1,0.542222625
FAT4,0.933461027
MBOAT7,1
SKA3,0.493165611
PROSER1,0.431335721
ELMOD2,0.656978288
PKDCC,0.723954686
WLS,0.682584439
RECQL4,0.458963161
AMN1,0.978900528
TMEM175,0.797927963
PTRHD1,1
KIDINS220,5.15E-05
PCNX,0.095671018
TMEM184C,0.692604126
SKA2,0.380551318
NELL2,0.466338671
ZHX2,0.913933396
FNDC5,0.543436083
FBXO42,0.206607232
KDM5C,0.23405768
ZADH2,0.509110934
R3HDM1,0.948224614
SPIN4,0.980011103
RBMS2,1
FEM1C,0.868031817
ZNF787,0.416990273
KPNA2,0.026660004
NOP56,0.398450953
BMPR1A,0.528223368
AP4M1,0.954823117
ZNF317,0.110051336
CPSF3L,0.012965729
GRWD1,0.29079258
SNORA43,0.516740038
SOS1,0.991140524
MCU,0.976933806
ZBTB45,8.31E-10
FARSA,0.718167992
BLOC1S3,0.02963887
TMEM198,0.989583776
TNRC18,0.213258237
NCSTN,0.419646116
C11orf71,0.725897993
TRAPPC2P1,0.981339444
PMS2,0.313762072
SEC16A,0.44617101
DNAJC19,0.02003412
PCDH10,0.789537109
MORN2,0.648320169
ENPP1,0.866313793
SLC37A4,0.468950618
MLST8,0.947324512
WDR96,0.795472182
PHYKPL,0.276282392
ORAI1,0.494288183
ZC3HC1,0.03279585
RPL11,0.748403945
OLA1,1
WDR24,0.222549865
PLTP,0.496833099
NDUFA7,0.541996437
MXD4,0.690601708
TAOK1,0.331733561
WBP2,0.573262422
APLP2,0.466222074
JARID2,0.809136149
RMND5A,0.69217569
TUT1,0.487572209
MARS2,0.795680033
CSTB,0.773731043
CCDC85B,0.940295493
PHLPP2,1
CD55,0.795623665
CCDC102A,0.707907823
ZNF738,0.039633287
GRPEL2,0.141937255
PMM1,0.181789803
GYPC,1
ZNHIT2,0.875478567
CSTF1,0.000189159
ZNF106,0.46312602
KAZALD1,0.702792003
CDKAL1,1.37E-13
GOLGA8A,0.511813215
EXOC8,0.268687631
PAFAH1B1,0.676912561
SNX33,0.922031283
LOC283070,0.266431869
ZFYVE21,0.927073538
TNS3,0.945064975
CLUH,0.085283916
MAPKAPK3,0.936691779
PRSS12,0.465482629
C17orf89,0.189074106
TBK1,0.321141682
NUSAP1,1
DNMBP,0.135154521
RPL12,0.502722308
ASF1A,0.779790445
RPS20,0.870628688
FAM122A,0.415601975
SMURF2,0.941722015
SLC26A2,0.936775859
DPH1,0.2513443
POLR2K,0.406902357
SFT2D3,0.923343732
SHROOM2,0.919388341
ATP13A2,0.393854837
AREL1,0.233817267
LPPR4,0.541511528
NR2C2,0.226394439
SLC25A24,0.959480628
COMMD10,0.44071465
HJURP,0.908312653
PRUNE,0.304296617
TMEM237,0.56239863
PPP2CA,0.249507307
GET4,0.50256096
NDUFA1,0.909679493
FAM65A,0.997032385
ING4,0.511458456
SKP1,0.843255114
KATNB1,0.398484013
CCDC66,0.787601944
MAD2L2,0.550071115
TCTEX1D2,0.518817327
PRKRIP1,0.951374151
ATP6V1A,0.833525473
HIST1H2AI,1
ZNF184,0.945046343
FANCL,0.391064344
FLOT2,0.844326681
STX6,0.524799506
LRR1,0.988468724
ANGPTL4,0.553618196
ASXL3,0.898725014
C19orf25,1
PLEKHJ1,0.072668949
MFSD12,0.108331362
OSBPL7,0.877535183
DCAKD,0.832934661
POLD4,0.921112497
AP3M2,3.36E-07
TMED4,1
NME5,0.682582778
EXOSC4,0.766901535
THNSL1,0.051189571
PEX19,0.692857233
DPM2,0.361235093
SMAD7,0.197716492
INTS5,0.26091018
SLITRK5,0.824974583
TMEM159,0.977257463
RAMP2,0.280979908
MRPS31P5,0.826884815
PRMT2,0.027599203
CHPT1,0.664214123
MTMR2,0.962821911
SLC12A4,0.56239863
BRK1,0.350215528
LOC284889,0.19961998
C4orf46,0.753108109
ARMC10,1
SMYD3,1
ADAM23,1
NPAT,0.976071283
WAC,0.671880684
ADCK3,0.779659802
HSPA4L,0.979290455
FADD,0.477069673
UBE2M,0.228588748
YIPF1,0.438484417
TRABD,0.881491207
REV1,0.628030631
QSOX2,0.062611935
TRIQK,0.859039538
NKAIN4,0.525470342
SGSH,0.082480236
LYRM9,0.552138907
REEP3,0.311756507
RRP7A,0.567629039
CPT2,0.590223158
FNBP1L,0.795432779
RBCK1,1
ZNF394,0.719030705
MTOR,0.057836488
SLC11A2,0.344892906
KIAA2018,0.482003326
ZNF91,0.121255264
ZFR2,0.437526686
CCDC7,0.974555384
BEX4,0.460588392
MED13L,0.685725218
EFCAB7,0.661449137
TM2D2,0.901579535
RNASEH2C,0.429554024
UBE4B,0.642989152
NRN1,0.057724344
1-Mar,0.848637007
SH3BP4,0.775752744
NUDT18,0.59077556
CASP8AP2,0.836466167
SLC25A25,0.064861701
VPS29,0.242441204
PGRMC1,0.882915442
OS9,0.802408873
CHMP6,0.320965842
CLUAP1,0.349176497
PEAR1,0.593934012
PPID,0.287339228
ORAI3,0.820156495
FBXO11,0.609672432
CRLF1,0.052068965
MAGEF1,0.377420279
GATC,0.763416376
ZNF624,0.24470971
MTX2,0.135566909
CDO1,0.779498171
B4GALT3,1
BTBD10,0.178190404
NAGA,1
HMG20B,0.757321724
RHOD,0.524075545
TSC22D1,0.654646529
DARS2,0.318214221
SNORA47,0.020894371
CEP85,0.215777485
METTL18,0.000142662
ECHDC1,0.998816606
GSN,0.828402816
SYNC,0.346418829
TAF10,0.409964633
TNKS2,0.162455867
RHOT2,0.592630388
RBFOX2,0.521293917
GRAMD1B,0.689250704
EFCAB14,0.646247619
LINC00657,0.851276332
SRPK2,0.887560213
RPP25L,0.539096785
ZMAT5,0.015683041
TTK,0.394118993
CSPP1,0.595331937
PRPF6,0.701420496
SLC20A2,0.562460598
UNC119B,1
STYXL1,0.641984968
TMEM14C,1
TSPAN33,0.703534049
SLC5A3,0.378175335
SHARPIN,0.383536658
CMTM3,0.582979555
COL4A1,0.844202043
SLMO2-ATP5E,0.218993158
GEMIN4,1
SERF2,0.662849714
SCARF2,0.827429154
NAT9,0.927193255
SQLE,0.795574619
PHTF1,0.249105323
RAB24,0.674312094
LSM10,1
MT1F,0.988394175
TGFB2,0.712180973
ZCCHC24,0.878131135
DHRS3,0.456237251
RASSF7,0.559046196
ANKRD12,0.50005953
NLGN4X,0.969443367
DCAF17,0.847855179
TM2D3,0.109502496
TTC19,0.091076949
NOSIP,0.872793162
SS18L2,0.025070376
PCDH18,0.878443907
SCO2,0.121352154
FLNC,0.552539853
ZNF34,0.822932798
C14orf2,0.244806193
CBY1,0.803768363
TRMT1L,0.576575888
IL17RD,0.081054545
RAB40B,0.329577108
MRTO4,0.443709429
SMARCD2,7.51E-55
RAB32,0.797281846
MPC1,0.946474192
C20orf196,0.706986119
GPKOW,0.611303842
PQLC1,0.343266776
AGTPBP1,0.442548983
MDN1,0.926723221
GLRX2,0.383399441
PDSS2,0.26709519
CHD6,0.722858225
TNRC6A,0.598135398
NUDT14,0.206785442
MTRNR2L8,0.818797394
S100A16,0.900357942
ZNF324B,0.041030338
